candidate_id,ticker,status,signal_score,estimated_decile_score,sleeve_id,entry_bucket,entry_trade_day,intended_entry_at,expires_at,replacement_for_lot_id,last_reason,last_updated_at
FA|2026-03-02|2026-03-08 14:52:23,FA,expired,0.7226959427452988,0.9024001994744312,sleeve_1,open,2026-03-09,2026-03-09T09:30:00-04:00,2026-03-09T15:30:00-04:00,,entry_window_closed_without_fill,2026-03-09T19:30:50Z
CMTG|2026-02-27|2026-03-08 14:52:23,CMTG,expired,0.7222707788640228,0.9022950413870764,sleeve_1,open,2026-03-09,2026-03-09T09:30:00-04:00,2026-03-09T15:30:00-04:00,,entry_window_closed_without_fill,2026-03-09T19:30:50Z
FRSH|2026-03-02|2026-03-08 14:52:23,FRSH,expired,0.7136275332719386,0.9001572606041132,sleeve_1,open,2026-03-09,2026-03-09T09:30:00-04:00,2026-03-09T15:30:00-04:00,,entry_window_closed_without_fill,2026-03-09T19:30:50Z
QSI|2026-03-05|2026-03-09 10:52:46,QSI,filled,1.663856824708849,0.9831620655551696,sleeve_1,open,2026-03-09,2026-03-09T09:30:00-04:00,2026-03-09T15:30:00-04:00,,entry_window_closed_after_partial_fill,2026-03-09T19:30:50Z
ABTC|2026-03-05|2026-03-09 10:52:46,ABTC,filled,1.0845158303992788,0.9561323904905108,sleeve_1,open,2026-03-09,2026-03-09T09:30:00-04:00,2026-03-09T15:30:00-04:00,,entry_window_closed_after_partial_fill,2026-03-09T19:30:50Z
ALT|2026-03-06|2026-03-09 12:01:42,ALT,expired,1.051160883133149,0.9533761881741026,sleeve_1,open,2026-03-09,2026-03-09T09:30:00-04:00,2026-03-09T15:30:00-04:00,,entry_window_closed_without_fill,2026-03-09T19:30:50Z
ENTX|2026-03-05|2026-03-09 12:52:45,ENTX,filled,1.067694934499056,0.954631646673076,sleeve_1,open,2026-03-09,2026-03-09T09:30:00-04:00,2026-03-09T15:30:00-04:00,,entry_window_closed_after_partial_fill,2026-03-09T19:30:50Z
EHTH|2026-03-06|2026-03-09 21:52:47,EHTH,filled,2.102189001141749,0.9904596419572478,sleeve_0,open,2026-03-10,2026-03-10T09:30:00-04:00,2026-03-10T15:30:00-04:00,,entry_window_closed_after_partial_fill,2026-03-10T19:33:16Z
ADV|2026-03-05|2026-03-09 21:52:47,ADV,filled,1.5199164581985398,0.9796192186361212,sleeve_0,open,2026-03-10,2026-03-10T09:30:00-04:00,2026-03-10T15:30:00-04:00,,entry_window_closed_after_partial_fill,2026-03-10T19:33:16Z
TKNO|2026-03-06|2026-03-09 21:52:47,TKNO,filled,1.2610211680740937,0.9686545913370952,sleeve_0,open,2026-03-10,2026-03-10T09:30:00-04:00,2026-03-10T15:30:00-04:00,,entry_window_closed_after_partial_fill,2026-03-10T19:33:16Z
BRCC|2026-03-05|2026-03-09 21:52:47,BRCC,filled,1.098951198105709,0.9573780876493748,sleeve_0,open,2026-03-10,2026-03-10T09:30:00-04:00,2026-03-10T15:30:00-04:00,,,2026-03-10T13:34:00Z
FTEK|2026-03-06|2026-03-09 21:52:47,FTEK,filled,1.0320856856625702,0.9510851765738024,sleeve_0,open,2026-03-10,2026-03-10T09:30:00-04:00,2026-03-10T15:30:00-04:00,,entry_window_closed_after_partial_fill,2026-03-10T19:33:16Z
RC|2026-03-05|2026-03-09 21:52:47,RC,filled,1.0303005620257546,0.9509073888414482,sleeve_0,open,2026-03-10,2026-03-10T09:30:00-04:00,2026-03-10T15:30:00-04:00,,entry_window_closed_after_partial_fill,2026-03-10T19:33:16Z
MNTR|2026-03-05|2026-03-09 21:52:47,MNTR,expired,1.01187946788822,0.9489219267936778,sleeve_0,open,2026-03-10,2026-03-10T09:30:00-04:00,2026-03-10T15:30:00-04:00,,entry_window_closed_without_fill,2026-03-10T19:33:16Z
COTY|2026-03-06|2026-03-09 23:52:47,COTY,filled,1.784027787455046,0.9856735673241562,sleeve_0,open,2026-03-10,2026-03-10T09:30:00-04:00,2026-03-10T15:30:00-04:00,,entry_window_closed_after_partial_fill,2026-03-10T19:33:16Z
GO|2026-03-06|2026-03-09 23:52:47,GO,filled,1.543135035501188,0.980320411783422,sleeve_0,open,2026-03-10,2026-03-10T09:30:00-04:00,2026-03-10T15:30:00-04:00,,,2026-03-10T13:46:32Z
TTEC|2026-03-05|2026-03-09 23:52:47,TTEC,filled,0.9536720213002484,0.9423459224783366,sleeve_0,open,2026-03-10,2026-03-10T09:30:00-04:00,2026-03-10T15:30:00-04:00,,entry_window_closed_after_partial_fill,2026-03-10T19:33:16Z
EOSE|2026-03-09|2026-03-10 13:02:21,EOSE,filled,0.92750516047528,0.9413445092600212,sleeve_0,open,2026-03-10,2026-03-10T09:30:00-04:00,2026-03-10T15:30:00-04:00,,,2026-03-10T13:34:00Z
ADV|2026-03-06|2026-03-10 21:52:47,ADV,filled,1.6111774628611395,0.981922053223756,sleeve_1,open,2026-03-11,2026-03-11T09:30:00-04:00,2026-03-11T15:30:00-04:00,,,2026-03-11T13:39:25Z
SSP|2026-03-06|2026-03-10 21:52:47,SSP,partially_filled,0.888399520343718,0.9344145627710528,sleeve_1,open,2026-03-11,2026-03-11T09:30:00-04:00,2026-03-11T15:30:00-04:00,,insufficient_sleeve_cash,2026-03-11T14:58:33Z
SSII|2026-03-06|2026-03-10 23:52:49,SSII,filled,2.00086231757288,0.9891435662341196,sleeve_1,open,2026-03-11,2026-03-11T09:30:00-04:00,2026-03-11T15:30:00-04:00,,,2026-03-11T13:34:30Z
CJMB|2026-03-06|2026-03-10 23:52:49,CJMB,partially_filled,0.8756232986195717,0.9324335691043324,sleeve_1,open,2026-03-11,2026-03-11T09:30:00-04:00,2026-03-11T15:30:00-04:00,,insufficient_sleeve_cash,2026-03-11T14:58:35Z
TDUP|2026-03-10|2026-03-10 23:52:49,TDUP,partially_filled,0.7332887861173574,0.9050213163459376,sleeve_1,open,2026-03-11,2026-03-11T09:30:00-04:00,2026-03-11T15:30:00-04:00,,insufficient_sleeve_cash,2026-03-11T14:58:40Z
MNKD|2026-03-10|2026-03-11 01:52:48,MNKD,filled,1.7114775036777907,0.9842830022385424,sleeve_1,open,2026-03-11,2026-03-11T09:30:00-04:00,2026-03-11T15:30:00-04:00,,,2026-03-11T13:34:30Z
ENTX|2026-03-09|2026-03-11 12:52:48,ENTX,partially_filled,0.8493010198985794,0.9282557321659672,sleeve_1,open,2026-03-11,2026-03-11T09:30:00-04:00,2026-03-11T15:30:00-04:00,,insufficient_sleeve_cash,2026-03-11T14:58:38Z
