ticker,candidate_id,lot_id,status,entry_trade_day,opened_at,due_exit_at,signal_score,estimated_decile_score,entry_fill_qty,entry_fill_count,prev_close_day,prev_close,buy_day_open,overnight_gap_pct,entry_avg_price,outcome_day,outcome_basis,outcome_close,actual_return_pct,current_mark_return_pct,realized_return_pct,last_mark_price
TTEC,TTEC|2026-03-02|2026-03-08 14:52:23,lot_f5d3c56cc86c4df1,closed,2026-03-09,2026-03-09T13:32:29+00:00,2026-03-11T09:30:00-04:00,0.9182980785018036,0.9382665965866246,45,1,2026-03-06,2.72,2.66,-2.2058823529411797,2.59,2026-03-11,tplus2_close,2.745,5.984555984555984,9.652509652509655,14.578485628485641,2.84
XRAY,XRAY|2026-03-02|2026-03-08 14:52:23,lot_328632c16aae486c,closed,2026-03-09,2026-03-09T13:33:02+00:00,2026-03-11T09:30:00-04:00,0.855884777906824,0.9293363384660572,9,1,2026-03-06,12.74,12.5,-1.883830455259028,12.41,2026-03-11,tplus2_close,12.705,2.3771152296535147,1.933924254633368,1.5204987017638258,12.65
ADV,ADV|2026-03-05|2026-03-09 21:52:47,lot_2ac901809eaa43a4,open,2026-03-10,2026-03-10T13:50:29+00:00,2026-03-12T09:30:00-04:00,1.5199164581985398,0.9796192186361212,502,2,2026-03-09,0.6317,0.6663,5.477283520658527,0.7141832669322709,2026-03-11,latest_close_fallback,0.7071,-0.9917996206627255,-1.9439361820818846,0.0,0.7003
BRCC,BRCC|2026-03-05|2026-03-09 21:52:47,lot_8e8772b239c34cc6,open,2026-03-10,2026-03-10T13:33:58+00:00,2026-03-12T09:30:00-04:00,1.098951198105709,0.9573780876493748,482,1,2026-03-09,0.8923,0.9346,4.740558108259552,0.9,2026-03-11,latest_close_fallback,0.9838,9.311111111111114,9.18888888888889,0.0,0.9827
COTY,COTY|2026-03-06|2026-03-09 23:52:47,lot_cfe66b95a6ea46dc,open,2026-03-10,2026-03-10T13:50:29+00:00,2026-03-12T09:30:00-04:00,1.784027787455046,0.9856735673241562,156,1,2026-03-09,2.3,2.39,3.9130434782608914,2.37,2026-03-11,latest_close_fallback,2.315,-2.320675105485237,-2.1097046413502185,0.0,2.32
EHTH,EHTH|2026-03-06|2026-03-09 21:52:47,lot_a14304746c9f4d58,open,2026-03-10,2026-03-10T13:50:29+00:00,2026-03-12T09:30:00-04:00,2.102189001141749,0.9904596419572478,242,2,2026-03-09,1.49,1.53,2.684563758389258,1.5899999999999999,2026-03-11,latest_close_fallback,1.52,-4.402515723270428,-3.7735849056603654,0.0,1.53
EHTH,EHTH|2026-03-06|2026-03-09 21:52:47,lot_28c70780f4af4fb1,open,2026-03-10,2026-03-10T13:54:03+00:00,2026-03-12T09:30:00-04:00,2.102189001141749,0.9904596419572478,197,2,2026-03-09,1.49,1.53,2.684563758389258,1.59,2026-03-11,latest_close_fallback,1.52,-4.402515723270439,-3.7735849056603765,0.0,1.53
EOSE,EOSE|2026-03-09|2026-03-10 13:02:21,lot_39d842d7e887454a,open,2026-03-10,2026-03-10T13:34:00+00:00,2026-03-12T09:30:00-04:00,0.92750516047528,0.9413445092600212,67,1,2026-03-09,6.17,6.268,1.588330632090762,6.2,2026-03-11,latest_close_fallback,6.605,6.532258064516139,3.8709677419354938,0.0,6.44
FTEK,FTEK|2026-03-06|2026-03-09 21:52:47,lot_161b884fd6124d35,open,2026-03-10,2026-03-10T13:50:30+00:00,2026-03-12T09:30:00-04:00,1.0320856856625702,0.9510851765738024,239,3,2026-03-09,1.23,1.27,3.2520325203251987,1.26,2026-03-11,latest_close_fallback,1.2863,2.087301587301593,3.1746031746031855,0.0,1.3
GO,GO|2026-03-06|2026-03-09 23:52:47,lot_92871643bbe145ff,open,2026-03-10,2026-03-10T13:37:30+00:00,2026-03-12T09:30:00-04:00,1.543135035501188,0.980320411783422,81,1,2026-03-09,6.08,6.3,3.6184210526315708,6.11,2026-03-11,latest_close_fallback,6.1111,0.01800327332242002,-0.327332242225864,0.0,6.09
