ticker,sector,market_type,is_tradable
CYDY,Unknown,NON_TRADABLE,0
CYH,Health Care,NYSE,1
CYLU,Unknown,NON_TRADABLE,0
CYN,Information Technology,NASDAQ,1
CYRX,Health Care,NON_TRADABLE,0
CYS,Unknown,NON_TRADABLE,0
CYT,Unknown,NON_TRADABLE,0
CYTH,Unknown,NON_TRADABLE,0
CYTK,Health Care,NON_TRADABLE,0
CYTR,Unknown,NON_TRADABLE,0
CYTX,Unknown,NON_TRADABLE,0
CYXT,Unknown,NON_TRADABLE,0
CZBS,Unknown,NON_TRADABLE,0
CZFC,Unknown,NON_TRADABLE,0
CZFS,Financials,NASDAQ,1
CZNC,Financials,NASDAQ,1
CZR,Consumer Discretionary,NASDAQ,1
CZWI,Financials,NASDAQ,1
D,Utilities,NYSE,1
DAEG,Unknown,NON_TRADABLE,0
DAIO,Health Care,NASDAQ,1
DAKP,Unknown,NON_TRADABLE,0
DAKT,Industrials,NASDAQ,1
DAL,Industrials,NYSE,1
DALN,Unknown,NON_TRADABLE,0
DAN,Consumer Discretionary,NYSE,1
DAR,Consumer Staples,NYSE,1
DARA,Unknown,NON_TRADABLE,0
DARE,Health Care,NON_TRADABLE,0
DASH,Consumer Discretionary,NASDAQ,1
DATA,Unknown,NON_TRADABLE,0
DATS,Unknown,NON_TRADABLE,0
DAVE,Financials,NASDAQ,1
DAWN,Health Care,NASDAQ,1
DBD,Industrials,NYSE,1
DBI,Consumer Discretionary,NYSE,1
DBLE,Unknown,NON_TRADABLE,0
DBRG,Financials,NYSE,1
DBTX,Unknown,NON_TRADABLE,0
DBVT,Health Care,NASDAQ,1
DBX,Information Technology,NASDAQ,1
DC,Materials,AMEX,1
DCAR,Unknown,NON_TRADABLE,0
DCBF,Unknown,NON_TRADABLE,0
DCBFO,Unknown,NON_TRADABLE,0
DCGO,Health Care,NASDAQ,1
DCI,Industrials,NYSE,1
DCIN,Unknown,NON_TRADABLE,0
DCO,Industrials,NON_TRADABLE,0
DCOM,Financials,NASDAQ,1
DCP,Unknown,NON_TRADABLE,0
DCPH,Unknown,NON_TRADABLE,0
DCT,Unknown,NON_TRADABLE,0
DCTH,Health Care,NASDAQ,1
DD,Materials,NYSE,1
DDCC,Unknown,NON_TRADABLE,0
DDD,Information Technology,NYSE,1
DDE,Unknown,NON_TRADABLE,0
DDMX,Unknown,NON_TRADABLE,0
DDOG,Information Technology,NASDAQ,1
DDR,Unknown,NON_TRADABLE,0
DDS,Consumer Discretionary,NYSE,1
DE,Industrials,NYSE,1
DEA,Real Estate,NYSE,1
DECA,Unknown,NON_TRADABLE,0
DECK,Materials,NYSE,1
DEI,Real Estate,NYSE,1
DEL,Unknown,NON_TRADABLE,0
DELL,Industrials,NON_TRADABLE,0
DENN,Unknown,NON_TRADABLE,0
DEPO,Unknown,NON_TRADABLE,0
DERM,Health Care,NASDAQ,1
DEST,Unknown,NON_TRADABLE,0
DEWY,Unknown,NON_TRADABLE,0
DEYU,Unknown,NON_TRADABLE,0
DF,Unknown,NON_TRADABLE,0
DFBG,Unknown,NON_TRADABLE,0
DFDV,Financials,NASDAQ,1
DFFN,Unknown,NON_TRADABLE,0
DFH,Industrials,NYSE,1
DFIN,Consumer Discretionary,NYSE,1
DFRG,Unknown,NON_TRADABLE,0
DFS,Unknown,NON_TRADABLE,0
DFT,Unknown,NON_TRADABLE,0
DFZ,Unknown,NON_TRADABLE,0
DG,Consumer Discretionary,NYSE,1
DGAS,Unknown,NON_TRADABLE,0
DGI,Unknown,NON_TRADABLE,0
DGICA,Financials,NASDAQ,1
DGICB,Financials,NON_TRADABLE,0
DGII,Industrials,NASDAQ,1
DGIT,Unknown,NON_TRADABLE,0
DGLY,Unknown,NON_TRADABLE,0
DGSE,Unknown,NON_TRADABLE,0
DGTC,Unknown,NON_TRADABLE,0
DGX,Health Care,NON_TRADABLE,0
DH,Information Technology,NASDAQ,1
DHC,Real Estate,NASDAQ,1
DHCC,Unknown,NON_TRADABLE,0
DHCP,Unknown,NON_TRADABLE,0
DHG,Unknown,NON_TRADABLE,0
DHHC,Unknown,NON_TRADABLE,0
DHIL,Financials,NASDAQ,1
DHR,Health Care,NYSE,1
DHX,Consumer Discretionary,NON_TRADABLE,0
DIAL,Unknown,NON_TRADABLE,0
DIBS,Consumer Discretionary,NASDAQ,1
DICE,Unknown,NON_TRADABLE,0
DIDG,Unknown,NON_TRADABLE,0
DIL.N,Unknown,NON_TRADABLE,0
DIMC,Unknown,NON_TRADABLE,0
DIN,Consumer Discretionary,NYSE,1
DINO,Industrials,NYSE,1
DIOD,Information Technology,NASDAQ,1
DIRI,Unknown,NON_TRADABLE,0
DIS,Consumer Discretionary,NYSE,1
DISCA,Unknown,NON_TRADABLE,0
DISCK,Unknown,NON_TRADABLE,0
DISH,Unknown,NON_TRADABLE,0
DISTU,Unknown,NON_TRADABLE,0
DIT,Industrials,NON_TRADABLE,0
DJRT,Unknown,NON_TRADABLE,0
DJSP,Unknown,NON_TRADABLE,0
DJT,Information Technology,NASDAQ,1
DK,Energy,NYSE,1
DKL,Industrials,NYSE,1
DKNG,Consumer Discretionary,NASDAQ,1
DKS,Consumer Discretionary,NYSE,1
DLA,Unknown,NON_TRADABLE,0
DLHC,Consumer Discretionary,NASDAQ,1
DLIA,Unknown,NON_TRADABLE,0
DLNO,Unknown,NON_TRADABLE,0
DLPH,Unknown,NON_TRADABLE,0
DLPN,Consumer Discretionary,NASDAQ,1
DLR,Real Estate,NYSE,1
DLTH,Consumer Discretionary,NASDAQ,1
DLTR,Consumer Discretionary,NASDAQ,1
DLX,Materials,NYSE,1
DLYT,Unknown,NON_TRADABLE,0
DM,Unknown,NON_TRADABLE,0
DMAC,Health Care,NASDAQ,1
DMAX,Unknown,NON_TRADABLE,0
DMB,Unknown,NON_TRADABLE,0
DMD,Unknown,NON_TRADABLE,0
DMLP,Energy,NASDAQ,1
DMPI,Unknown,NON_TRADABLE,0
DMRC,Information Technology,NASDAQ,1
DMS,Unknown,NON_TRADABLE,0
DMTK,Unknown,NON_TRADABLE,0
DMTX,Unknown,NON_TRADABLE,0
DNA,Health Care,NYSE,1
DNAI,Unknown,NON_TRADABLE,0
DNAY,Unknown,NON_TRADABLE,0
DNB,Unknown,NON_TRADABLE,0
DNBF,Unknown,NON_TRADABLE,0
DNIF,Unknown,NON_TRADABLE,0
DNLI,Health Care,NON_TRADABLE,0
DNMR,Unknown,NON_TRADABLE,0
DNOW,Industrials,NYSE,1
DNP,Unknown,NON_TRADABLE,0
DNR,Unknown,NON_TRADABLE,0
DNTH,Health Care,NASDAQ,1
DNUT,Consumer Discretionary,NASDAQ,1
DO,Unknown,NON_TRADABLE,0
DOC,Real Estate,NYSE,1
DOCN,Information Technology,NYSE,1
DOCS,Information Technology,NYSE,1
DOCU,Information Technology,NASDAQ,1
DOMA,Unknown,NON_TRADABLE,0
DOMH,Financials,NASDAQ,1
DOMO,Information Technology,NASDAQ,1
DOOR,Unknown,NON_TRADABLE,0
DORM,Consumer Discretionary,NASDAQ,1
DOTAU,Unknown,NON_TRADABLE,0
DOUG,Real Estate,NYSE,1
DOV,Industrials,NYSE,1
DOVA,Unknown,NON_TRADABLE,0
DOVR,Unknown,NON_TRADABLE,0
DOW,Materials,NYSE,1
DPDM,Unknown,NON_TRADABLE,0
DPDW,Unknown,NON_TRADABLE,0
DPLO,Unknown,NON_TRADABLE,0
DPM,Unknown,NON_TRADABLE,0
DPRX,Unknown,NON_TRADABLE,0
DPS,Unknown,NON_TRADABLE,0
DPSI,Unknown,NON_TRADABLE,0
DPW,Unknown,NON_TRADABLE,0
DPZ,Industrials,NASDAQ,1
DRAD,Unknown,NON_TRADABLE,0
DRAM,Unknown,NON_TRADABLE,0
DRC,Unknown,NON_TRADABLE,0
DRCO,Unknown,NON_TRADABLE,0
DRE,Unknown,NON_TRADABLE,0
DRH,Real Estate,NASDAQ,1
DRI,Consumer Discretionary,NYSE,1
DRII,Unknown,NON_TRADABLE,0
DRIO,Health Care,NASDAQ,1
DRIV,Unknown,NON_TRADABLE,0
DRMA,Health Care,NASDAQ,1
DRNA,Unknown,NON_TRADABLE,0
DRRX,Unknown,NON_TRADABLE,0
DRTT,Unknown,NON_TRADABLE,0
DRTTF,Unknown,OTC,1
DRTX,Unknown,NON_TRADABLE,0
DRUG,Unknown,NASDAQ,1
DRUS,Unknown,NON_TRADABLE,0
DRVN,Consumer Discretionary,NASDAQ,1
DRYS,Unknown,NON_TRADABLE,0
DS,Unknown,NON_TRADABLE,0
DSCI,Unknown,NON_TRADABLE,0
DSCO,Unknown,NON_TRADABLE,0
DSEY,Unknown,NON_TRADABLE,0
DSGN,Health Care,NASDAQ,1
DSGR,Industrials,NASDAQ,1
DSKE,Unknown,NON_TRADABLE,0
DSKX,Unknown,NON_TRADABLE,0
DSNY,Unknown,OTC,1
DSOX,Unknown,NON_TRADABLE,0
DSP,Information Technology,NON_TRADABLE,0
DSPG,Unknown,NON_TRADABLE,0
DSS,Materials,AMEX,1
DSSI,Unknown,NON_TRADABLE,0
DST,Unknown,NON_TRADABLE,0
DSTI,Unknown,NON_TRADABLE,0
DSW,Unknown,NON_TRADABLE,0
DT,Information Technology,NYSE,1
DTC,Unknown,NON_TRADABLE,0
DTE,Utilities,NON_TRADABLE,0
DTI,Industrials,NASDAQ,1
DTIL,Health Care,NASDAQ,1
DTM,Utilities,NYSE,1
DTOR,Unknown,NON_TRADABLE,0
DTRC,Unknown,NON_TRADABLE,0
DTRM,Unknown,NON_TRADABLE,0
DTSI,Unknown,NON_TRADABLE,0
DTSQU,Real Estate,NASDAQ,1
DUBL,Unknown,NON_TRADABLE,0
DUK,Utilities,NON_TRADABLE,0
DUNR,Unknown,NON_TRADABLE,0
DUOL,Information Technology,NASDAQ,1
DUOT,Information Technology,NASDAQ,1
DUSYF,Unknown,OTC,1
DV,Information Technology,NYSE,1
DVA,Health Care,NYSE,1
DVAX,Unknown,NON_TRADABLE,0
DVCR,Unknown,NON_TRADABLE,0
DVD,Unknown,NON_TRADABLE,0
DVLY,Unknown,NON_TRADABLE,0
DVMT,Unknown,NON_TRADABLE,0
DVN,Energy,NYSE,1
DW,Unknown,NON_TRADABLE,0
DWACU,Unknown,NON_TRADABLE,0
DWCH,Unknown,NON_TRADABLE,0
DWDP,Unknown,NON_TRADABLE,0
DWOG,Unknown,NON_TRADABLE,0
DWRE,Unknown,NON_TRADABLE,0
DWSN,Energy,NASDAQ,1
DX,Real Estate,NYSE,1
DXC,Information Technology,NYSE,1
DXCM,Health Care,NASDAQ,1
DXLG,Consumer Discretionary,NASDAQ,1
DXM,Unknown,NON_TRADABLE,0
DXPE,Industrials,NASDAQ,1
DXR,Health Care,NON_TRADABLE,0
DXYN,Unknown,OTC,1
DY,Industrials,NON_TRADABLE,0
DYAI,Health Care,NASDAQ,1
DYAX,Unknown,NON_TRADABLE,0
DYII,Unknown,NON_TRADABLE,0
DYN,Health Care,NASDAQ,1
DYNR,Unknown,OTC,1
DYNT,Unknown,OTC,1
DYSL,Unknown,NON_TRADABLE,0
DZSI,Unknown,NON_TRADABLE,0
E,Unknown,NON_TRADABLE,0
EA,Information Technology,NON_TRADABLE,0
EAF,Information Technology,NYSE,1
EAGL,Unknown,NON_TRADABLE,0
EAR,Unknown,NON_TRADABLE,0
EARN,Real Estate,NYSE,1
EAST,Unknown,NON_TRADABLE,0
EAT,Consumer Discretionary,NYSE,1
EBAY,Consumer Discretionary,NON_TRADABLE,0
EBC,Financials,NASDAQ,1
EBET,Unknown,OTC,1
EBF,Materials,NYSE,1
EBIX,Unknown,NON_TRADABLE,0
EBMT,Financials,NASDAQ,1
EBS,Health Care,NYSE,1
EBSB,Unknown,NON_TRADABLE,0
EBTC,Unknown,NON_TRADABLE,0
ECA,Unknown,NON_TRADABLE,0
ECAT,Unknown,NYSE,1
ECBK,Financials,NASDAQ,1
ECG,Industrials,NYSE,1
ECHO,Unknown,NON_TRADABLE,0
ECI,Unknown,NON_TRADABLE,0
ECIA,Unknown,OTC,1
ECIG,Unknown,NON_TRADABLE,0
ECL,Materials,NYSE,1
ECOL,Unknown,NON_TRADABLE,0
ECOM,Unknown,NON_TRADABLE,0
ECOR,Health Care,NASDAQ,1
ECPG,Financials,NASDAQ,1
ECR,Unknown,NON_TRADABLE,0
ECT,Unknown,NON_TRADABLE,0
ECTE,Unknown,NON_TRADABLE,0
ECVT,Materials,NYSE,1
ECYT,Unknown,NON_TRADABLE,0
ED,Utilities,NYSE,1
EDBL,Consumer Staples,NASDAQ,1
EDE,Unknown,NON_TRADABLE,0
EDGE,Health Care,NON_TRADABLE,0
EDGW,Unknown,NON_TRADABLE,0
EDIT,Health Care,NASDAQ,1
EDMC,Unknown,NON_TRADABLE,0
EDNT,Unknown,NON_TRADABLE,0
EDNV,Unknown,NON_TRADABLE,0
EDR,Unknown,NON_TRADABLE,0
EDSA,Health Care,NASDAQ,1
EDUC,Industrials,NASDAQ,1
EE,Utilities,NYSE,1
EEFT,Financials,NASDAQ,1
EEI,Unknown,NON_TRADABLE,0
EEP,Unknown,NON_TRADABLE,0
EEQ,Unknown,NON_TRADABLE,0
EEX,Consumer Discretionary,NYSE,1
EFC,Real Estate,NON_TRADABLE,0
EFCT,Unknown,NON_TRADABLE,0
EFHT,Unknown,NON_TRADABLE,0
EFLO,Unknown,NON_TRADABLE,0
EFOI,Information Technology,NASDAQ,1
EFR,Unknown,NYSE,1
EFSC,Financials,NASDAQ,1
EFSH,Unknown,NON_TRADABLE,0
EFSI,Financials,NASDAQ,1
EFTR,Unknown,OTC,1
EFX,Consumer Discretionary,NYSE,1
EG,Financials,NYSE,1
EGAS,Unknown,NON_TRADABLE,0
EGBN,Financials,NASDAQ,1
EGC,Unknown,NON_TRADABLE,0
EGDW,Unknown,NON_TRADABLE,0
EGHA,Real Estate,NON_TRADABLE,0
EGHT,Information Technology,NASDAQ,1
EGL,Unknown,NON_TRADABLE,0
EGLE,Unknown,NON_TRADABLE,0
EGLT,Unknown,NON_TRADABLE,0
EGN,Unknown,NON_TRADABLE,0
EGOV,Unknown,NON_TRADABLE,0
EGP,Real Estate,NYSE,1
EGRX,Unknown,NON_TRADABLE,0
EGT,Unknown,NON_TRADABLE,0
EGY,Energy,NYSE,1
EGZ,Unknown,NON_TRADABLE,0
EHAB,Health Care,NYSE,1
EHC,Health Care,NYSE,1
EHSI,Unknown,OTC,1
EHTH,Financials,NASDAQ,1
EIDX,Unknown,NON_TRADABLE,0
EIG,Financials,NYSE,1
EIGI,Unknown,NON_TRADABLE,0
EIGR,Unknown,NON_TRADABLE,0
EIKN,Unknown,NASDAQ,1
EIX,Utilities,NYSE,1
EKSO,Industrials,NASDAQ,1
EL,Materials,NYSE,1
ELA,Consumer Discretionary,AMEX,1
ELAN,Health Care,NYSE,1
ELDN,Health Care,NASDAQ,1
ELEC,Unknown,NON_TRADABLE,0
ELED,Unknown,NON_TRADABLE,0
ELEV,Unknown,NON_TRADABLE,0
ELF,Materials,NYSE,1
ELGX,Unknown,NON_TRADABLE,0
ELIQ,Unknown,NON_TRADABLE,0
ELLH,Unknown,NON_TRADABLE,0
ELLI,Unknown,NON_TRADABLE,0
ELMD,Health Care,AMEX,1
ELNK,Unknown,NON_TRADABLE,0
ELON,Unknown,NON_TRADABLE,0
ELOX,Unknown,OTC,1
ELRN,Unknown,NON_TRADABLE,0
ELS,Real Estate,NON_TRADABLE,0
ELSE,Health Care,NON_TRADABLE,0
ELST,Unknown,NON_TRADABLE,0
ELTP,Unknown,NON_TRADABLE,0
ELTX,Health Care,NASDAQ,1
ELUT,Health Care,NASDAQ,1
ELV,Financials,NYSE,1
ELVN,Health Care,NASDAQ,1
ELVT,Unknown,NON_TRADABLE,0
ELWT,Unknown,NASDAQ,1
ELX,Unknown,NON_TRADABLE,0
ELY,Unknown,NON_TRADABLE,0
ELYM,Unknown,NON_TRADABLE,0
ELYS,Unknown,OTC,1
EMAN,Unknown,NON_TRADABLE,0
EMBC,Health Care,NASDAQ,1
EMBI,Unknown,NON_TRADABLE,0
EMBK,Unknown,NON_TRADABLE,0
EMBR,Unknown,NON_TRADABLE,0
EMBY,Unknown,NON_TRADABLE,0
EMC,Unknown,NON_TRADABLE,0
EMCF,Unknown,NON_TRADABLE,0
EME,Industrials,NON_TRADABLE,0
EMES,Unknown,NON_TRADABLE,0
EMG,Unknown,NON_TRADABLE,0
EMGC,Unknown,NON_TRADABLE,0
EMGL,Unknown,NON_TRADABLE,0
EMIS,Real Estate,NON_TRADABLE,0
EMKR,Unknown,NON_TRADABLE,0
EML,Industrials,NASDAQ,1
EMLDU,Unknown,NON_TRADABLE,0
EMMA,Unknown,OTC,1
EMMS,Unknown,NON_TRADABLE,0
EMN,Materials,NYSE,1
EMO,Unknown,NYSE,1
EMPD,Consumer Discretionary,NASDAQ,1
EMPR,Unknown,NON_TRADABLE,0
EMR,Information Technology,NYSE,1
EMRI,Unknown,NON_TRADABLE,0
EMYB,Unknown,OTC,1
ENB,Industrials,NON_TRADABLE,0
ENBL,Unknown,NON_TRADABLE,0
ENBP,Unknown,OTC,1
ENCR,Unknown,NON_TRADABLE,0
END,Unknown,NON_TRADABLE,0
ENDI,Unknown,OTC,1
ENDP,Unknown,NON_TRADABLE,0
ENDV,Unknown,NON_TRADABLE,0
ENFC,Unknown,NON_TRADABLE,0
ENFN,Unknown,NON_TRADABLE,0
ENG,Unknown,NON_TRADABLE,0
ENGN,Health Care,NASDAQ,1
ENGT,Unknown,NON_TRADABLE,0
ENH,Unknown,NON_TRADABLE,0
ENLC,Unknown,NON_TRADABLE,0
ENLK,Unknown,NON_TRADABLE,0
ENOB,Unknown,NON_TRADABLE,0
ENOC,Unknown,NON_TRADABLE,0
ENOV,Health Care,NYSE,1
ENPH,Information Technology,NASDAQ,1
ENPT,Unknown,NON_TRADABLE,0
ENR,Information Technology,NYSE,1
ENRT,Unknown,OTC,1
ENS,Information Technology,NYSE,1
ENSC,Health Care,NASDAQ,1
ENSG,Health Care,NASDAQ,1
ENSV,Unknown,NON_TRADABLE,0
ENT,Unknown,NON_TRADABLE,0
ENTA,Health Care,NASDAQ,1
ENTG,Materials,NON_TRADABLE,0
ENTK,Unknown,NON_TRADABLE,0
ENTL,Unknown,NON_TRADABLE,0
ENTR,Unknown,NON_TRADABLE,0
ENTX,Health Care,NASDAQ,1
ENV,Unknown,NON_TRADABLE,0
ENVA,Financials,NYSE,1
ENVB,Health Care,NASDAQ,1
ENVI,Unknown,NON_TRADABLE,0
ENVX,Information Technology,NASDAQ,1
ENZ,Unknown,NON_TRADABLE,0
ENZN,Unknown,OTC,1
ENZR,Unknown,NON_TRADABLE,0
EOG,Energy,NYSE,1
EOLS,Health Care,NASDAQ,1
EONR,Energy,AMEX,1
EOSE,Information Technology,NASDAQ,1
EOX,Unknown,NON_TRADABLE,0
EP,Utilities,AMEX,1
EPAC,Industrials,NYSE,1
EPAX,Unknown,NON_TRADABLE,0
EPAY,Unknown,NON_TRADABLE,0
EPB,Unknown,NON_TRADABLE,0
EPC,Materials,NON_TRADABLE,0
EPD,Utilities,NYSE,1
EPE,Unknown,NON_TRADABLE,0
EPIX,Unknown,NON_TRADABLE,0
EPM,Energy,NON_TRADABLE,0
EPR,Real Estate,NYSE,1
EPRS,Unknown,NON_TRADABLE,0
EPRT,Real Estate,NYSE,1
EPSN,Energy,NASDAQ,1
EPWR,Unknown,NON_TRADABLE,0
EPZM,Unknown,NON_TRADABLE,0
EQBK,Financials,NYSE,1
EQC,Unknown,NON_TRADABLE,0
EQFN,Unknown,NON_TRADABLE,0
EQGP,Unknown,NON_TRADABLE,0
EQH,Financials,NYSE,1
EQIX,Real Estate,NON_TRADABLE,0
EQM,Unknown,NON_TRADABLE,0
EQPT,Unknown,NASDAQ,1
EQS,Unknown,NYSE,1
EQT,Energy,NON_TRADABLE,0
EQU,Unknown,NON_TRADABLE,0
EQVU,Unknown,NON_TRADABLE,0
EQY,Unknown,NON_TRADABLE,0
ERA,Unknown,NON_TRADABLE,0
ERAS,Health Care,NASDAQ,1
ERB,Unknown,NON_TRADABLE,0
EREFB,Unknown,NON_TRADABLE,0
ERESU,Unknown,NON_TRADABLE,0
ERFB,Unknown,NON_TRADABLE,0
ERGO,Unknown,NON_TRADABLE,0
ERHE,Unknown,NON_TRADABLE,0
ERI,Unknown,NON_TRADABLE,0
ERIE,Financials,NON_TRADABLE,0
ERII,Industrials,NASDAQ,1
ERMS,Unknown,NON_TRADABLE,0
ERN,Unknown,NON_TRADABLE,0
ERNA,Health Care,NASDAQ,1
EROC,Unknown,NON_TRADABLE,0
ERS,Unknown,NON_TRADABLE,0
ES,Utilities,NYSE,1
ESAB,Industrials,NYSE,1
ESBF,Unknown,NON_TRADABLE,0
ESCA,Industrials,NASDAQ,1
ESCC,Unknown,NON_TRADABLE,0
ESCR,Unknown,NON_TRADABLE,0
ESDI,Unknown,NON_TRADABLE,0
ESES,Unknown,NON_TRADABLE,0
ESGR,Unknown,NON_TRADABLE,0
ESI,Materials,NYSE,1
ESIO,Unknown,NON_TRADABLE,0
ESL,Unknown,NON_TRADABLE,0
ESMT,Unknown,NON_TRADABLE,0
ESNC,Unknown,NON_TRADABLE,0
ESND,Unknown,NON_TRADABLE,0
ESNT,Financials,NYSE,1
ESOA,Industrials,NASDAQ,1
ESP,Information Technology,NON_TRADABLE,0
ESPR,Health Care,NASDAQ,1
ESQ,Financials,NASDAQ,1
ESRT,Real Estate,NON_TRADABLE,0
ESRX,Unknown,NON_TRADABLE,0
ESS,Real Estate,NYSE,1
ESSA,Unknown,NON_TRADABLE,0
ESSC,Unknown,NON_TRADABLE,0
ESSX,Unknown,NON_TRADABLE,0
ESTA,Health Care,NASDAQ,1
ESTC,Information Technology,NYSE,1
ESTE,Unknown,NON_TRADABLE,0
ESV,Unknown,NON_TRADABLE,0
ESXB,Unknown,NON_TRADABLE,0
ESYS,Unknown,NON_TRADABLE,0
ET,Utilities,NYSE,1
ETAH,Unknown,NON_TRADABLE,0
ETCC,Unknown,NON_TRADABLE,0
ETE,Unknown,NON_TRADABLE,0
ETEC,Unknown,NON_TRADABLE,0
ETFC,Unknown,NON_TRADABLE,0
ETFM,Unknown,NON_TRADABLE,0
ETH,Financials,NON_TRADABLE,0
ETM,Unknown,NON_TRADABLE,0
ETN,Industrials,NYSE,1
ETNB,Unknown,NON_TRADABLE,0
ETON,Health Care,NASDAQ,1
ETP,Unknown,NON_TRADABLE,0
ETR,Utilities,NYSE,1
ETRM,Unknown,NON_TRADABLE,0
ETRN,Unknown,NON_TRADABLE,0
ETST,Unknown,OTC,1
ETSY,Consumer Discretionary,NON_TRADABLE,0
ETTX,Unknown,NON_TRADABLE,0
ETWO,Unknown,NON_TRADABLE,0
EU,Materials,NASDAQ,1
EUSG,Unknown,NON_TRADABLE,0
EUSP,Unknown,NON_TRADABLE,0
EV,Unknown,NON_TRADABLE,0
EVA,Unknown,NON_TRADABLE,0
EVBG,Unknown,NON_TRADABLE,0
EVBN,Unknown,NON_TRADABLE,0
EVBS,Unknown,NON_TRADABLE,0
EVC,Communication Services,NYSE,1
EVCM,Information Technology,NASDAQ,1
EVDY,Unknown,NON_TRADABLE,0
EVEP,Unknown,NON_TRADABLE,0
EVER,Information Technology,NASDAQ,1
EVF,Unknown,NON_TRADABLE,0
EVFM,Unknown,OTC,1
EVGO,Consumer Discretionary,NASDAQ,1
EVH,Industrials,NYSE,1
EVHC,Unknown,NON_TRADABLE,0
EVI,Consumer Discretionary,NON_TRADABLE,0
EVIO,Unknown,NON_TRADABLE,0
EVJ,Unknown,NON_TRADABLE,0
EVLO,Unknown,OTC,1
EVLV,Industrials,NASDAQ,1
EVMN,Health Care,NYSE,1
EVOJ.,Unknown,NON_TRADABLE,0
EVOK,Unknown,NON_TRADABLE,0
EVOL,Unknown,OTC,1
EVOP,Unknown,NON_TRADABLE,0
EVR,Financials,NON_TRADABLE,0
EVRG,Utilities,NASDAQ,1
EVRI,Unknown,NON_TRADABLE,0
EVRT,Unknown,NON_TRADABLE,0
EVRY,Unknown,NON_TRADABLE,0
EVTC,Information Technology,NON_TRADABLE,0
EVTN,Unknown,NON_TRADABLE,0
EVTV,Consumer Discretionary,NON_TRADABLE,0
EVV,Unknown,NON_TRADABLE,0
EW,Health Care,NYSE,1
EWBC,Financials,NASDAQ,1
EWCZ,Consumer Discretionary,NASDAQ,1
EWTX,Health Care,NASDAQ,1
EXA,Unknown,NON_TRADABLE,0
EXAC,Unknown,NON_TRADABLE,0
EXAM,Unknown,NON_TRADABLE,0
EXAR,Unknown,NON_TRADABLE,0
EXAS,Health Care,NASDAQ,1
EXC,Utilities,NASDAQ,1
EXDI,Unknown,NON_TRADABLE,0
EXE,Energy,NASDAQ,1
EXEL,Health Care,NASDAQ,1
EXEO,Unknown,NON_TRADABLE,0
EXFY,Information Technology,NASDAQ,1
EXL,Unknown,NON_TRADABLE,0
EXLS,Consumer Discretionary,NASDAQ,1
EXNT,Unknown,NON_TRADABLE,0
EXOZ,Health Care,NASDAQ,1
EXP,Materials,NYSE,1
EXPE,Industrials,NASDAQ,1
EXPL,Unknown,NON_TRADABLE,0
EXPO,Industrials,NASDAQ,1
EXR,Real Estate,NYSE,1
EXTN,Unknown,NON_TRADABLE,0
EXTR,Industrials,NASDAQ,1
EXXI,Unknown,NON_TRADABLE,0
EXXP,Unknown,NON_TRADABLE,0
EYE,Health Care,NASDAQ,1
EYEG,Health Care,NON_TRADABLE,0
EYEN,Unknown,NON_TRADABLE,0
EYES,Unknown,NON_TRADABLE,0
EYPT,Health Care,NASDAQ,1
EZFL,Unknown,NON_TRADABLE,0
EZPW,Consumer Discretionary,NASDAQ,1
F,Consumer Discretionary,NYSE,1
FA,Information Technology,NASDAQ,1
FABK,Unknown,NON_TRADABLE,0
FAC,Unknown,NON_TRADABLE,0
FAF,Financials,NYSE,1
FALC,Unknown,OTC,1
FANG,Energy,NASDAQ,1
FARE,Unknown,NON_TRADABLE,0
FARM,Consumer Staples,NASDAQ,1
FARO,Unknown,NON_TRADABLE,0
FAST,Consumer Discretionary,NASDAQ,1
FAT,Unknown,NON_TRADABLE,0
FATE,Health Care,NASDAQ,1
FAX,Unknown,NON_TRADABLE,0
FBC,Unknown,NON_TRADABLE,0
FBCM,Unknown,NON_TRADABLE,0
FBHS,Unknown,NON_TRADABLE,0
FBIN,Materials,NYSE,1
FBIO,Health Care,NASDAQ,1
FBIZ,Financials,NASDAQ,1
FBK,Financials,NYSE,1
FBLA,Financials,NASDAQ,1
FBLG,Health Care,NASDAQ,1
FBM,Unknown,NON_TRADABLE,0
FBMI,Unknown,NON_TRADABLE,0
FBMS,Unknown,NON_TRADABLE,0
FBNC,Financials,NASDAQ,1
FBNK,Unknown,NON_TRADABLE,0
FBP,Financials,NYSE,1
FBRC,Unknown,NON_TRADABLE,0
FBRT,Real Estate,NYSE,1
FBRX,Health Care,NASDAQ,1
FBSS,Unknown,NON_TRADABLE,0
FBYD,Consumer Discretionary,NON_TRADABLE,0
FC,Industrials,NON_TRADABLE,0
FCAP,Financials,NASDAQ,1
FCB,Unknown,NON_TRADABLE,0
FCBC,Financials,NASDAQ,1
FCBI,Unknown,NON_TRADABLE,0
FCBP,Unknown,NON_TRADABLE,0
FCCN,Unknown,OTC,1
FCCO,Financials,NASDAQ,1
FCCY,Unknown,NON_TRADABLE,0
FCEA.,Unknown,NON_TRADABLE,0
FCEL,Information Technology,NON_TRADABLE,0
FCF,Financials,NYSE,1
FCFP,Unknown,NON_TRADABLE,0
FCFS,Consumer Discretionary,NASDAQ,1
FCH,Unknown,NON_TRADABLE,0
FCLF,Unknown,NON_TRADABLE,0
FCN,Industrials,NYSE,1
FCNCA,Financials,NASDAQ,1
