ticker,sector,market_type,is_tradable
LEGH,Materials,NASDAQ,1
LEGO,Unknown,NON_TRADABLE,0
LEI,Unknown,NON_TRADABLE,0
LEMT,Unknown,NON_TRADABLE,0
LEN,Industrials,NYSE,1
LENS,Unknown,NON_TRADABLE,0
LENZ,Health Care,NASDAQ,1
LESL,Consumer Discretionary,NASDAQ,1
LEU,Materials,NYSE,1
LEVI,Consumer Discretionary,NYSE,1
LEVL,Unknown,NON_TRADABLE,0
LEXX,Health Care,NASDAQ,1
LF,Unknown,NON_TRADABLE,0
LFAC,Real Estate,NON_TRADABLE,0
LFCR,Health Care,NASDAQ,1
LFER,Unknown,NON_TRADABLE,0
LFMD,Health Care,NASDAQ,1
LFST,Health Care,NASDAQ,1
LFT,Real Estate,NYSE,1
LFUS,Information Technology,NASDAQ,1
LFVN,Health Care,NASDAQ,1
LFWD,Health Care,NASDAQ,1
LGCY,Industrials,AMEX,1
LGDI,Unknown,NON_TRADABLE,0
LGF,Unknown,NON_TRADABLE,0
LGF.A,Unknown,NON_TRADABLE,0
LGF.B,Unknown,NON_TRADABLE,0
LGIH,Industrials,NASDAQ,1
LGIQ,Unknown,OTC,1
LGL,Information Technology,AMEX,1
LGMK,Unknown,OTC,1
LGN,Industrials,NASDAQ,1
LGND,Health Care,NASDAQ,1
LGP,Unknown,NON_TRADABLE,0
LGSTU,Unknown,NON_TRADABLE,0
LGTO,Unknown,NON_TRADABLE,0
LGVN,Health Care,NASDAQ,1
LH,Health Care,NON_TRADABLE,0
LHAA,Unknown,NON_TRADABLE,0
LHCG,Unknown,NON_TRADABLE,0
LHDX,Unknown,NON_TRADABLE,0
LHX,Health Care,NYSE,1
LIAN,Unknown,NON_TRADABLE,0
LICY,Unknown,NON_TRADABLE,0
LIDR,Consumer Discretionary,NASDAQ,1
LIFE,Unknown,NASDAQ,1
LIFW,Unknown,NON_TRADABLE,0
LIFX,Unknown,NON_TRADABLE,0
LII,Industrials,NON_TRADABLE,0
LILA,Communication Services,NASDAQ,1
LILAB,Unknown,OTC,1
LIN,Materials,NASDAQ,1
LINC,Industrials,NASDAQ,1
LIND,Industrials,NASDAQ,1
LINE,Real Estate,NASDAQ,1
LINK,Industrials,NASDAQ,1
LION,Consumer Discretionary,NYSE,1
LIOX,Unknown,NON_TRADABLE,0
LIPO,Unknown,OTC,1
LIQD,Unknown,NON_TRADABLE,0
LIQT,Industrials,NASDAQ,1
LITS,Health Care,NASDAQ,1
LIVC,Unknown,NON_TRADABLE,0
LIVE,Consumer Discretionary,NASDAQ,1
LIVN,Health Care,NASDAQ,1
LIVX,Unknown,NON_TRADABLE,0
LIXT,Health Care,NASDAQ,1
LJPC,Unknown,NON_TRADABLE,0
LKFN,Financials,NASDAQ,1
LKQ,Industrials,NASDAQ,1
LKSD,Unknown,NON_TRADABLE,0
LL,Unknown,NON_TRADABLE,0
LLAP,Unknown,NON_TRADABLE,0
LLEN,Unknown,NON_TRADABLE,0
LLEX,Unknown,NON_TRADABLE,0
LLNW,Unknown,NON_TRADABLE,0
LLTI,Unknown,NON_TRADABLE,0
LLY,Health Care,NYSE,1
LM,Unknown,NON_TRADABLE,0
LMACA,Unknown,NON_TRADABLE,0
LMAT,Health Care,NON_TRADABLE,0
LMB,Industrials,NASDAQ,1
LMCA,Unknown,NON_TRADABLE,0
LMFA,Financials,NASDAQ,1
LMIA,Unknown,NON_TRADABLE,0
LMND,Financials,NYSE,1
LMNR,Consumer Staples,NASDAQ,1
LMNX,Unknown,NON_TRADABLE,0
LMOS,Unknown,NON_TRADABLE,0
LMPX,Unknown,OTC,1
LMRK,Unknown,NON_TRADABLE,0
LMST,Unknown,NON_TRADABLE,0
LMT,Industrials,NYSE,1
LNBB,Unknown,NON_TRADABLE,0
LNBK,Unknown,NON_TRADABLE,0
LNC,Financials,NYSE,1
LNCE,Unknown,NON_TRADABLE,0
LNCO,Unknown,NON_TRADABLE,0
LNDC,Unknown,NON_TRADABLE,0
LNDZF,Unknown,NON_TRADABLE,0
LNG,Utilities,NYSE,1
LNKB,Financials,NASDAQ,1
LNN,Industrials,NYSE,1
LNSR,Health Care,NASDAQ,1
LNT,Utilities,NASDAQ,1
LNTH,Health Care,NASDAQ,1
LNW,Unknown,NON_TRADABLE,0
LOACU,Unknown,NON_TRADABLE,0
LOAN,Real Estate,NASDAQ,1
LOAR,Industrials,NYSE,1
LOB,Financials,NYSE,1
LOCL,Consumer Staples,NYSE,1
LOCM,Unknown,NON_TRADABLE,0
LOCO,Consumer Discretionary,NASDAQ,1
LODE,Materials,AMEX,1
LOGC,Unknown,OTC,1
LOGI,Industrials,NASDAQ,1
LOGM,Unknown,NON_TRADABLE,0
LOJN,Unknown,NON_TRADABLE,0
LOKB,Unknown,NON_TRADABLE,0
LONE,Unknown,NON_TRADABLE,0
LOOK,Unknown,NON_TRADABLE,0
LOOP,Materials,NASDAQ,1
LOPE,Industrials,NON_TRADABLE,0
LORL,Unknown,NON_TRADABLE,0
LOTZ,Unknown,NON_TRADABLE,0
LOV,Unknown,NON_TRADABLE,0
LOVE,Consumer Discretionary,NASDAQ,1
LOW,Consumer Discretionary,NYSE,1
LOWLF,Unknown,OTC,1
LOXO,Unknown,NON_TRADABLE,0
LPAD,Unknown,NON_TRADABLE,0
LPCN,Health Care,NASDAQ,1
LPDX,Unknown,NON_TRADABLE,0
LPG,Industrials,NYSE,1
LPHI,Unknown,NON_TRADABLE,0
LPI,Unknown,NON_TRADABLE,0
LPLA,Financials,NASDAQ,1
LPRO,Financials,NASDAQ,1
LPSB,Unknown,NON_TRADABLE,0
LPSN,Information Technology,NASDAQ,1
LPTH,Information Technology,NASDAQ,1
LPTN,Unknown,NON_TRADABLE,0
LPTV,Unknown,OTC,1
LPTX,Unknown,NON_TRADABLE,0
LPX,Materials,NYSE,1
LQ,Unknown,NON_TRADABLE,0
LQDA,Health Care,NASDAQ,1
LQDT,Consumer Discretionary,NON_TRADABLE,0
LQMT,Unknown,OTC,1
LQR,Unknown,NON_TRADABLE,0
LRAD,Unknown,NON_TRADABLE,0
LRCX,Industrials,NASDAQ,1
LRE,Unknown,NON_TRADABLE,0
LRHC,Real Estate,NASDAQ,1
LRMR,Health Care,NASDAQ,1
LRN,Industrials,NON_TRADABLE,0
LRY,Unknown,NON_TRADABLE,0
LSAK,Financials,NASDAQ,1
LSBK,Financials,NASDAQ,1
LSCC,Information Technology,NASDAQ,1
LSEA,Unknown,NON_TRADABLE,0
LSF,Consumer Staples,AMEX,1
LSFP,Unknown,NON_TRADABLE,0
LSI,Unknown,NON_TRADABLE,0
LSMG,Unknown,NON_TRADABLE,0
LSTR,Industrials,NASDAQ,1
LSXMA,Unknown,NON_TRADABLE,0
LSXMK,Unknown,NON_TRADABLE,0
LSYN,Unknown,NON_TRADABLE,0
LTBR,Materials,NON_TRADABLE,0
LTC,Real Estate,NYSE,1
LTH,Consumer Discretionary,NYSE,1
LTHM,Unknown,NON_TRADABLE,0
LTM,Unknown,NON_TRADABLE,0
LTN,Unknown,NON_TRADABLE,0
LTNC,Unknown,NON_TRADABLE,0
LTRE,Unknown,NON_TRADABLE,0
LTRN,Health Care,NON_TRADABLE,0
LTRPA,Unknown,NON_TRADABLE,0
LTRX,Industrials,NASDAQ,1
LTS,Unknown,NON_TRADABLE,0
LTXB,Unknown,NON_TRADABLE,0
LUB,Unknown,NON_TRADABLE,0
LUCD,Health Care,NASDAQ,1
LUCK,Consumer Discretionary,NYSE,1
LUCY,Health Care,NASDAQ,1
LUK,Unknown,NON_TRADABLE,0
LULU,Consumer Discretionary,NASDAQ,1
LUMN,Communication Services,NYSE,1
LUMO,Unknown,NON_TRADABLE,0
LUNA,Unknown,NON_TRADABLE,0
LUNG,Health Care,NASDAQ,1
LUNR,Health Care,NASDAQ,1
LUV,Industrials,NYSE,1
LUVU,Unknown,NON_TRADABLE,0
LUXH,Unknown,NON_TRADABLE,0
LVGO,Unknown,NON_TRADABLE,0
LVLT,Unknown,NON_TRADABLE,0
LVLU,Consumer Discretionary,NASDAQ,1
LVO,Consumer Discretionary,NASDAQ,1
LVOX,Unknown,NON_TRADABLE,0
LVS,Consumer Discretionary,NYSE,1
LVVV,Unknown,NON_TRADABLE,0
LW,Consumer Staples,NYSE,1
LWAY,Consumer Staples,NASDAQ,1
LWLG,Materials,NASDAQ,1
LXEO,Health Care,NASDAQ,1
LXFR,Materials,NYSE,1
LXK,Unknown,NON_TRADABLE,0
LXP,Real Estate,NYSE,1
LXRP,Unknown,NON_TRADABLE,0
LXRX,Health Care,NASDAQ,1
LXU,Materials,NYSE,1
LYB,Materials,NYSE,1
LYEL,Health Care,NASDAQ,1
LYFT,Consumer Discretionary,NASDAQ,1
LYLT,Unknown,NON_TRADABLE,0
LYRA,Health Care,NASDAQ,1
LYTS,Information Technology,NON_TRADABLE,0
LYV,Consumer Discretionary,NYSE,1
LZB,Materials,NON_TRADABLE,0
M,Consumer Discretionary,NYSE,1
MA,Consumer Discretionary,NYSE,1
MAA,Real Estate,NYSE,1
MAC,Real Estate,NYSE,1
MACK,Unknown,NON_TRADABLE,0
MACQ,Unknown,NON_TRADABLE,0
MACT,Unknown,OTC,1
MAG,Unknown,NON_TRADABLE,0
MAGE,Unknown,NON_TRADABLE,0
MAGN,Materials,NYSE,1
MAIA,Health Care,AMEX,1
MAL,Unknown,NON_TRADABLE,0
MAMS,Unknown,NON_TRADABLE,0
MAN,Consumer Discretionary,NYSE,1
MANE,Unknown,NYSE,1
MANT,Unknown,NON_TRADABLE,0
MAQCU,Unknown,OTC,1
MAR,Consumer Discretionary,NON_TRADABLE,0
MARA,Financials,NASDAQ,1
MARK,Unknown,OTC,1
MAS,Industrials,NON_TRADABLE,0
MASI,Health Care,NASDAQ,1
MASS,Health Care,NASDAQ,1
MAT,Industrials,NASDAQ,1
MATN,Unknown,NON_TRADABLE,0
MATR,Unknown,NON_TRADABLE,0
MATV,Materials,NYSE,1
MATW,Materials,NASDAQ,1
MATX,Industrials,NYSE,1
MAV,Unknown,NON_TRADABLE,0
MAX,Consumer Discretionary,NYSE,1
MAXD,Unknown,NON_TRADABLE,0
MAXR,Unknown,NON_TRADABLE,0
MAYS,Real Estate,NASDAQ,1
MB,Unknown,NON_TRADABLE,0
MBAV,Real Estate,NASDAQ,1
MBBC,Financials,NASDAQ,1
MBBS,Unknown,NON_TRADABLE,0
MBC,Materials,NYSE,1
MBCN,Financials,NASDAQ,1
MBCQ,Unknown,NON_TRADABLE,0
MBFI,Unknown,NON_TRADABLE,0
MBI,Financials,NON_TRADABLE,0
MBII,Unknown,NON_TRADABLE,0
MBIN,Financials,NASDAQ,1
MBIO,Health Care,NASDAQ,1
MBIS,Unknown,NON_TRADABLE,0
MBIT,Unknown,NON_TRADABLE,0
MBLX,Unknown,NON_TRADABLE,0
MBLY,Information Technology,NASDAQ,1
MBND,Unknown,NON_TRADABLE,0
MBOT,Health Care,NON_TRADABLE,0
MBRG,Unknown,NON_TRADABLE,0
MBRX,Health Care,NASDAQ,1
MBTCU,Unknown,NON_TRADABLE,0
MBTF,Unknown,NON_TRADABLE,0
MBUU,Industrials,NASDAQ,1
MBVT,Unknown,NON_TRADABLE,0
MBVX,Unknown,NON_TRADABLE,0
MBWM,Financials,NASDAQ,1
MBX,Health Care,NASDAQ,1
MC,Financials,NYSE,1
MCACU,Unknown,NON_TRADABLE,0
MCADU,Unknown,NON_TRADABLE,0
MCAEU,Unknown,NON_TRADABLE,0
MCAFU,Unknown,NON_TRADABLE,0
MCAGU,Unknown,OTC,1
MCB,Financials,NYSE,1
MCBC,Unknown,NON_TRADABLE,0
MCBF,Unknown,NON_TRADABLE,0
MCBK,Unknown,NON_TRADABLE,0
MCBS,Financials,NASDAQ,1
MCCX,Unknown,NON_TRADABLE,0
MCD,Consumer Discretionary,NON_TRADABLE,0
MCEM,Unknown,NON_TRADABLE,0
MCEP,Unknown,NON_TRADABLE,0
MCF,Unknown,NON_TRADABLE,0
MCFT,Industrials,NASDAQ,1
MCG,Unknown,NON_TRADABLE,0
MCHP,Information Technology,NASDAQ,1
MCHX,Consumer Discretionary,NASDAQ,1
MCK,Industrials,NON_TRADABLE,0
MCO,Consumer Discretionary,NON_TRADABLE,0
MCOA,Unknown,NON_TRADABLE,0
MCP,Unknown,NON_TRADABLE,0
MCRB,Health Care,NASDAQ,1
MCRI,Consumer Discretionary,NON_TRADABLE,0
MCRL,Unknown,NON_TRADABLE,0
MCRN,Unknown,NON_TRADABLE,0
MCS,Consumer Discretionary,NYSE,1
MCVT,Unknown,NON_TRADABLE,0
MCY,Financials,NYSE,1
MCZ,Unknown,NON_TRADABLE,0
MD,Health Care,NON_TRADABLE,0
MDAI,Health Care,NASDAQ,1
MDAS,Unknown,NON_TRADABLE,0
MDB,Information Technology,NON_TRADABLE,0
MDBH,Financials,NASDAQ,1
MDBX,Unknown,NON_TRADABLE,0
MDCA,Unknown,NON_TRADABLE,0
MDCI,Unknown,NON_TRADABLE,0
MDCL,Unknown,NON_TRADABLE,0
MDCN,Unknown,NON_TRADABLE,0
MDCO,Unknown,NON_TRADABLE,0
MDGL,Health Care,NASDAQ,1
MDGN,Unknown,NON_TRADABLE,0
MDIA,Communication Services,NASDAQ,1
MDIT,Unknown,NON_TRADABLE,0
MDLA,Unknown,NON_TRADABLE,0
MDLN,Health Care,NASDAQ,1
MDLY,Unknown,NON_TRADABLE,0
MDLZ,Consumer Staples,NASDAQ,1
MDNB,Unknown,NON_TRADABLE,0
MDP,Unknown,NON_TRADABLE,0
MDR,Unknown,NON_TRADABLE,0
MDRR,Real Estate,NASDAQ,1
MDRX,Unknown,NON_TRADABLE,0
MDSO,Unknown,NON_TRADABLE,0
MDSY,Unknown,NON_TRADABLE,0
MDSYF,Unknown,NON_TRADABLE,0
MDT,Health Care,NYSE,1
MDTV,Unknown,NON_TRADABLE,0
MDTW,Unknown,NON_TRADABLE,0
MDU,Materials,NYSE,1
MDV,Real Estate,NYSE,1
MDV.P,Unknown,NON_TRADABLE,0
MDVL,Unknown,NON_TRADABLE,0
MDVN,Unknown,NON_TRADABLE,0
MDVX,Unknown,NON_TRADABLE,0
MDW,Unknown,NON_TRADABLE,0
MDWT,Unknown,NON_TRADABLE,0
MDXG,Health Care,NASDAQ,1
ME,Unknown,NON_TRADABLE,0
MEA,Unknown,NON_TRADABLE,0
MEC,Industrials,NYSE,1
MECK,Unknown,NON_TRADABLE,0
MED,Consumer Staples,NYSE,1
MEDD,Unknown,NON_TRADABLE,0
MEDP,Industrials,NASDAQ,1
MEDS,Unknown,NON_TRADABLE,0
MEEC,Unknown,NON_TRADABLE,0
MEET,Unknown,NON_TRADABLE,0
MEG,Industrials,NYSE,1
MEI,Information Technology,NYSE,1
MEIL,Unknown,NON_TRADABLE,0
MEIP,Unknown,NON_TRADABLE,0
MELA,Unknown,NON_TRADABLE,0
MELI,Consumer Discretionary,NASDAQ,1
MEME,Unknown,NON_TRADABLE,0
MEMP,Unknown,NON_TRADABLE,0
MENT,Unknown,NON_TRADABLE,0
MEP,Unknown,NON_TRADABLE,0
MERC,Materials,NASDAQ,1
MERR,Unknown,NON_TRADABLE,0
MERU,Unknown,NON_TRADABLE,0
MESA,Unknown,NON_TRADABLE,0
MET,Financials,NON_TRADABLE,0
METC,Materials,NON_TRADABLE,0
METR,Unknown,NON_TRADABLE,0
MFA,Real Estate,NYSE,1
MFBP,Unknown,NON_TRADABLE,0
MFCO,Unknown,NON_TRADABLE,0
MFI,Unknown,NON_TRADABLE,0
MFIN,Financials,NASDAQ,1
MFLX,Unknown,NON_TRADABLE,0
MFNC,Unknown,NON_TRADABLE,0
MFON,Unknown,NON_TRADABLE,0
MFRI,Unknown,NON_TRADABLE,0
MFRM,Unknown,NON_TRADABLE,0
MFSF,Unknown,NON_TRADABLE,0
MG,Industrials,NYSE,1
MGAM,Unknown,NON_TRADABLE,0
MGCD,Unknown,NON_TRADABLE,0
MGEE,Utilities,NASDAQ,1
MGEN,Unknown,NON_TRADABLE,0
MGI,Unknown,NON_TRADABLE,0
MGLD,Financials,AMEX,1
MGLN,Unknown,NON_TRADABLE,0
MGM,Consumer Discretionary,NYSE,1
MGN,Unknown,NON_TRADABLE,0
MGNI,Information Technology,NASDAQ,1
MGNX,Health Care,NASDAQ,1
MGP,Unknown,NON_TRADABLE,0
MGPI,Industrials,NASDAQ,1
MGT,Unknown,NON_TRADABLE,0
MGTA,Unknown,NON_TRADABLE,0
MGTI,Unknown,OTC,1
MGTX,Health Care,NASDAQ,1
MGY,Energy,NYSE,1
MGYR,Financials,NASDAQ,1
MH,Materials,NYSE,1
MHFI,Unknown,NON_TRADABLE,0
MHH,Industrials,AMEX,1
MHI,Unknown,NON_TRADABLE,0
MHK,Consumer Discretionary,NYSE,1
MHLD,Unknown,NON_TRADABLE,0
MHR,Unknown,NON_TRADABLE,0
MHTX,Unknown,NON_TRADABLE,0
MIAX,Financials,NYSE,1
MIC,Unknown,NON_TRADABLE,0
MICR,Unknown,NON_TRADABLE,0
MICS,Unknown,NON_TRADABLE,0
MICT,Unknown,NON_TRADABLE,0
MIDD,Industrials,NASDAQ,1
MIFI,Unknown,NON_TRADABLE,0
MIG,Unknown,NON_TRADABLE,0
MIGI,Financials,NASDAQ,1
MIIIU,Unknown,NON_TRADABLE,0
MIK,Unknown,NON_TRADABLE,0
MILC,Unknown,OTC,1
MILL,Unknown,NON_TRADABLE,0
MIMO,Unknown,NON_TRADABLE,0
MIND,Health Care,NASDAQ,1
MINE,Unknown,NON_TRADABLE,0
MINI,Unknown,NON_TRADABLE,0
MINM,Unknown,NON_TRADABLE,0
MIRA,Health Care,NASDAQ,1
MIRM,Health Care,NASDAQ,1
MIRN,Unknown,NON_TRADABLE,0
MIST,Health Care,NASDAQ,1
MITI,Unknown,OTC,1
MITK,Industrials,NASDAQ,1
MITL,Unknown,NON_TRADABLE,0
MITQ,Industrials,AMEX,1
MITT,Real Estate,NYSE,1
MIXT,Unknown,NON_TRADABLE,0
MIXX,Unknown,NON_TRADABLE,0
MJCO,Unknown,NON_TRADABLE,0
MJN,Unknown,NON_TRADABLE,0
MJNE,Unknown,OTC,1
MKC,Consumer Staples,NON_TRADABLE,0
MKFG,Unknown,NON_TRADABLE,0
MKGI,Unknown,NON_TRADABLE,0
MKL,Financials,NYSE,1
MKSI,Health Care,NASDAQ,1
MKTW,Information Technology,NASDAQ,1
MKTX,Financials,NASDAQ,1
MKTY,Unknown,NON_TRADABLE,0
MKZR,Real Estate,NASDAQ,1
ML,Unknown,NON_TRADABLE,0
MLAA,Unknown,NON_TRADABLE,0
MLAB,Health Care,NON_TRADABLE,0
MLCT,Unknown,NON_TRADABLE,0
MLFB,Unknown,NON_TRADABLE,0
MLHR,Unknown,NON_TRADABLE,0
MLI,Materials,NYSE,1
MLKN,Materials,NASDAQ,1
MLM,Materials,NYSE,1
MLNK,Unknown,NON_TRADABLE,0
MLNT,Unknown,NON_TRADABLE,0
MLNX,Unknown,NON_TRADABLE,0
MLP,Real Estate,NYSE,1
MLPT,Unknown,NON_TRADABLE,0
MLSS,Health Care,AMEX,1
MLTX,Health Care,NASDAQ,1
MLVF,Unknown,NON_TRADABLE,0
MLYS,Health Care,NASDAQ,1
MM,Unknown,NON_TRADABLE,0
MMAB,Unknown,NON_TRADABLE,0
MMAC,Unknown,NON_TRADABLE,0
MMAT,Unknown,NON_TRADABLE,0
MMC,Unknown,NON_TRADABLE,0
MMI,Real Estate,NYSE,1
MMLP,Industrials,NASDAQ,1
MMM,Health Care,NON_TRADABLE,0
MMMB,Unknown,NON_TRADABLE,0
MMMW,Unknown,NON_TRADABLE,0
MMP,Unknown,NON_TRADABLE,0
MMRF,Unknown,NON_TRADABLE,0
MMS,Consumer Discretionary,NYSE,1
MMSI,Health Care,NON_TRADABLE,0
MMU,Unknown,NYSE,1
MN,Unknown,NON_TRADABLE,0
MNDL,Unknown,NON_TRADABLE,0
MNDT,Unknown,NON_TRADABLE,0
MNGA,Unknown,NON_TRADABLE,0
MNI,Unknown,NON_TRADABLE,0
MNK,Unknown,NON_TRADABLE,0
MNKD,Health Care,NASDAQ,1
MNKTQ,Unknown,NON_TRADABLE,0
MNLO,Unknown,NON_TRADABLE,0
MNMD,Unknown,NON_TRADABLE,0
MNOV,Health Care,NON_TRADABLE,0
MNP,Unknown,NON_TRADABLE,0
MNPR,Health Care,NASDAQ,1
MNR,Energy,NYSE,1
MNRK,Unknown,NON_TRADABLE,0
MNRL,Unknown,NON_TRADABLE,0
MNRO,Consumer Discretionary,NASDAQ,1
MNSB,Financials,NASDAQ,1
MNST,Consumer Staples,NON_TRADABLE,0
MNTR,Unknown,OTC,1
MNTX,Unknown,NON_TRADABLE,0
MO,Consumer Staples,NYSE,1
MOBL,Unknown,NON_TRADABLE,0
MOBQ,Unknown,NON_TRADABLE,0
MOBX,Information Technology,NASDAQ,1
MOCO,Unknown,NON_TRADABLE,0
MOD,Consumer Discretionary,NYSE,1
MODD,Health Care,NASDAQ,1
MODG,Unknown,NON_TRADABLE,0
MODN,Unknown,NON_TRADABLE,0
MODV,Unknown,NON_TRADABLE,0
MOFG,Unknown,NON_TRADABLE,0
MOGA.,Unknown,NON_TRADABLE,0
MOH,Financials,NYSE,1
MOMT,Unknown,NON_TRADABLE,0
MON,Unknown,NON_TRADABLE,0
MOND,Unknown,NON_TRADABLE,0
MORE,Unknown,NON_TRADABLE,0
MORF,Unknown,NON_TRADABLE,0
MORN,Financials,NON_TRADABLE,0
MOS,Materials,NYSE,1
MOSC,Unknown,NON_TRADABLE,0
MOSY,Unknown,NON_TRADABLE,0
MOTS,Unknown,OTC,1
MOV,Industrials,NON_TRADABLE,0
MOVE,Health Care,NASDAQ,1
MP,Materials,NYSE,1
MPAA,Consumer Discretionary,NASDAQ,1
MPAD,Unknown,NON_TRADABLE,0
MPAY,Unknown,NON_TRADABLE,0
MPB,Financials,NASDAQ,1
MPC,Energy,NYSE,1
MPLN,Unknown,NON_TRADABLE,0
MPLT,Unknown,NASDAQ,1
MPLX,Industrials,NYSE,1
MPO,Unknown,NON_TRADABLE,0
MPTI,Information Technology,AMEX,1
MPW,Unknown,NON_TRADABLE,0
MPX,Industrials,NON_TRADABLE,0
MQ,Information Technology,NASDAQ,1
MR,Unknown,NON_TRADABLE,0
MRAI,Unknown,OTC,1
MRAM,Information Technology,NON_TRADABLE,0
MRBK,Financials,NASDAQ,1
MRC,Unknown,NON_TRADABLE,0
MRCD,Unknown,NON_TRADABLE,0
MRCY,Information Technology,NASDAQ,1
MRD,Unknown,NON_TRADABLE,0
MRDB,Unknown,NON_TRADABLE,0
MRDN,Unknown,NON_TRADABLE,0
MRGE,Unknown,NON_TRADABLE,0
MRH,Unknown,NON_TRADABLE,0
MRIC,Unknown,NON_TRADABLE,0
MRIN,Unknown,NON_TRADABLE,0
MRK,Health Care,NYSE,1
MRKR,Health Care,NASDAQ,1
MRLN,Unknown,NON_TRADABLE,0
MRMD,Unknown,OTC,1
MRNA,Health Care,NASDAQ,1
MRNS,Unknown,NON_TRADABLE,0
MRO,Unknown,NON_TRADABLE,0
MRP,Real Estate,NYSE,1
MRSN,Unknown,NON_TRADABLE,0
MRT,Consumer Discretionary,NON_TRADABLE,0
MRTN,Industrials,NASDAQ,1
MRTX,Unknown,NON_TRADABLE,0
MRUS,Unknown,NON_TRADABLE,0
MRVC,Unknown,NON_TRADABLE,0
MRVI,Health Care,NASDAQ,1
MRVL,Information Technology,NASDAQ,1
MS,Financials,NYSE,1
MSA,Health Care,NON_TRADABLE,0
MSB,Real Estate,NON_TRADABLE,0
MSBF,Unknown,NON_TRADABLE,0
MSBI,Financials,NASDAQ,1
MSCC,Unknown,NON_TRADABLE,0
MSCI,Consumer Discretionary,NYSE,1
MSEX,Utilities,NASDAQ,1
MSFG,Unknown,NON_TRADABLE,0
MSFT,Information Technology,NASDAQ,1
MSG,Unknown,NON_TRADABLE,0
MSGE,Consumer Discretionary,NYSE,1
MSGM,Information Technology,NASDAQ,1
MSGN,Unknown,NON_TRADABLE,0
MSGS,Consumer Discretionary,NYSE,1
MSL,Unknown,NON_TRADABLE,0
MSLP,Unknown,NON_TRADABLE,0
MSM,Industrials,NYSE,1
MSO,Unknown,NON_TRADABLE,0
MSON,Unknown,NON_TRADABLE,0
MSP,Unknown,NON_TRADABLE,0
MSPR,Unknown,NON_TRADABLE,0
MSRT,Unknown,NON_TRADABLE,0
MSSA,Unknown,NON_TRADABLE,0
MSTR,Financials,NASDAQ,1
MSTX,Unknown,NON_TRADABLE,0
MSVB,Unknown,OTC,1
MTB,Financials,NYSE,1
MTBC,Unknown,NON_TRADABLE,0
MTCH,Information Technology,NASDAQ,1
MTCR,Unknown,NON_TRADABLE,0
MTD,Health Care,NYSE,1
MTDR,Energy,NYSE,1
MTECU,Unknown,NON_TRADABLE,0
MTEM,Unknown,NON_TRADABLE,0
MTEX,Health Care,NASDAQ,1
MTG,Financials,NYSE,1
MTGB,Unknown,NON_TRADABLE,0
MTGE,Unknown,NON_TRADABLE,0
MTH,Industrials,NYSE,1
MTN,Consumer Discretionary,NYSE,1
MTNB,Health Care,NON_TRADABLE,0
MTOR,Unknown,NON_TRADABLE,0
MTRN,Industrials,NON_TRADABLE,0
MTRX,Industrials,NASDAQ,1
MTRY,Unknown,NON_TRADABLE,0
MTSC,Unknown,NON_TRADABLE,0
MTSI,Information Technology,NON_TRADABLE,0
MTSL,Unknown,NON_TRADABLE,0
MTSN,Unknown,NON_TRADABLE,0
MTSR,Unknown,NON_TRADABLE,0
MTST,Unknown,NON_TRADABLE,0
MTTR,Unknown,NON_TRADABLE,0
MTVA,Health Care,NASDAQ,1
MTVC,Unknown,NON_TRADABLE,0
MTW,Industrials,NYSE,1
MTX,Materials,NYSE,1
MTZ,Industrials,NON_TRADABLE,0
MU,Information Technology,NASDAQ,1
MUA,Unknown,NYSE,1
MUI,Unknown,NON_TRADABLE,0
MUJ,Unknown,NON_TRADABLE,0
MULN,Unknown,NON_TRADABLE,0
MUNEX,Unknown,NON_TRADABLE,0
MUR,Energy,NYSE,1
MURA,Unknown,NON_TRADABLE,0
MUSA,Consumer Discretionary,NYSE,1
MUX,Materials,NYSE,1
MUZE,Unknown,NON_TRADABLE,0
MVBF,Financials,NASDAQ,1
MVEN,Unknown,NON_TRADABLE,0
MVIS,Information Technology,NON_TRADABLE,0
MVLA,Unknown,OTC,1
MVNR,Unknown,NON_TRADABLE,0
MVST,Information Technology,NASDAQ,1
MW,Unknown,NON_TRADABLE,0
MWA,Industrials,NYSE,1
MWBC,Unknown,NON_TRADABLE,0
MWE,Unknown,NON_TRADABLE,0
MWIV,Unknown,NON_TRADABLE,0
MWK,Unknown,NON_TRADABLE,0
MWRK,Unknown,NON_TRADABLE,0
MWRX,Unknown,NON_TRADABLE,0
MWW,Unknown,NON_TRADABLE,0
MX,Information Technology,NYSE,1
MXC,Energy,AMEX,1
MXCT,Industrials,NASDAQ,1
MXL,Information Technology,NASDAQ,1
MXPT,Unknown,NON_TRADABLE,0
MXWL,Unknown,NON_TRADABLE,0
MYAN,Unknown,NON_TRADABLE,0
MYCB,Unknown,OTC,1
MYCC,Unknown,NON_TRADABLE,0
MYDP,Unknown,NON_TRADABLE,0
MYE,Materials,NYSE,1
MYF,Unknown,NON_TRADABLE,0
MYFW,Financials,NASDAQ,1
MYGN,Health Care,NASDAQ,1
MYL,Unknown,NON_TRADABLE,0
MYMD,Unknown,NON_TRADABLE,0
MYND,Unknown,NON_TRADABLE,0
MYNG,Unknown,NON_TRADABLE,0
MYO,Health Care,AMEX,1
MYOK,Unknown,NON_TRADABLE,0
MYOS,Unknown,NON_TRADABLE,0
MYOV,Unknown,NON_TRADABLE,0
MYPS,Information Technology,NASDAQ,1
