timestamp,budget_eur,weekly_compounded_return_pct
2025-03-21 00:00:00+00:00,10223.103062979106,3.600370879329029
2025-03-28 00:00:00+00:00,10213.68113958412,-0.09216304811702214
2025-04-04 00:00:00+00:00,15824.706358791624,54.936365669977974
2025-04-11 00:00:00+00:00,15839.085262485482,0.09086363669470465
2025-04-18 00:00:00+00:00,16017.585053579462,1.126957700750264
2025-04-25 00:00:00+00:00,16457.760478173725,2.748076087137097
2025-05-02 00:00:00+00:00,17762.80038186402,7.929632378725149
2025-05-09 00:00:00+00:00,19227.17131262314,8.244031905319705
2025-05-16 00:00:00+00:00,25965.90263480314,35.047960059293004
2025-05-23 00:00:00+00:00,27951.576654269786,7.647236637193444
2025-05-30 00:00:00+00:00,29503.405942235662,5.55184885332336
2025-06-06 00:00:00+00:00,36157.45466602263,22.55349344009585
2025-06-13 00:00:00+00:00,39686.76315833781,9.760942867562218
2025-06-20 00:00:00+00:00,40542.65776228112,2.1566248689230516
2025-06-27 00:00:00+00:00,41110.67692642442,1.40104076914207
2025-07-04 00:00:00+00:00,49479.040958924525,20.35569506062118
2025-07-11 00:00:00+00:00,56355.900118358135,13.89852961204825
2025-07-18 00:00:00+00:00,61280.13903300125,8.737752221686247
2025-07-25 00:00:00+00:00,62993.94574929298,2.796675633142387
2025-08-01 00:00:00+00:00,60901.80128623292,-3.321183390204674
2025-08-08 00:00:00+00:00,53637.02373360989,-11.92867435641064
2025-08-15 00:00:00+00:00,55512.91634927172,3.497383868610071
2025-08-22 00:00:00+00:00,56393.1489167064,1.5856356057687648
2025-08-29 00:00:00+00:00,63276.51697403395,12.20603599826353
2025-09-05 00:00:00+00:00,76437.71659660386,20.7995007499713
2025-09-12 00:00:00+00:00,78284.24537542861,2.4157299053943593
2025-09-19 00:00:00+00:00,99362.28338888592,26.925006318159085
2025-09-26 00:00:00+00:00,116262.3951795604,17.008578319935054
2025-10-03 00:00:00+00:00,118928.02811298252,2.292773109744739
2025-10-10 00:00:00+00:00,128319.01143948417,7.89635839045455
2025-10-17 00:00:00+00:00,142340.34929658077,10.926937247883274
2025-10-24 00:00:00+00:00,144592.17256415632,1.5819992565029084
2025-10-31 00:00:00+00:00,152556.1017542671,5.507856372084818
2025-11-07 00:00:00+00:00,155959.98616863316,2.2312345263311384
2025-11-14 00:00:00+00:00,166696.00522353346,6.883829191477275
2025-11-21 00:00:00+00:00,156790.23838398716,-5.942414052612122
2025-11-28 00:00:00+00:00,183144.3783938357,16.808533669874226
2025-12-05 00:00:00+00:00,191805.77847463347,4.729274333592803
2025-12-12 00:00:00+00:00,210121.40345854656,9.549047546727252
2025-12-19 00:00:00+00:00,218818.47159427105,4.139068173243121
2025-12-26 00:00:00+00:00,210480.94190238367,-3.8102494872309767
2026-01-02 00:00:00+00:00,206971.10642673704,-1.6675312472111625
2026-01-09 00:00:00+00:00,224611.34029462145,8.523041777393514
2026-01-16 00:00:00+00:00,228214.50637934043,1.604178168383097
2026-01-23 00:00:00+00:00,227593.78893559988,-0.2719886012455208
2026-01-30 00:00:00+00:00,228177.34338156707,0.2564017448350997
2026-02-06 00:00:00+00:00,223279.91245915383,-2.146326558909739
2026-02-13 00:00:00+00:00,226131.99927234644,1.2773593386795845
2026-02-20 00:00:00+00:00,250393.8273613185,10.729055669716093
2026-02-27 00:00:00+00:00,257998.95457147175,3.0372662498501013
2026-03-06 00:00:00+00:00,235611.05131153885,-8.677517045415362
