label,n_trades,freq_pct,avg_ret,sum_ret,win_rate,expected_daily
A_T-5pct,122,18.512898330804248,4.006616754098361,488.80724399999997,59.83606557377049,1.3886569431818183
A_T-2pct,202,30.652503793626707,3.1109575049504956,628.4134160000001,60.396039603960396,1.7852653863636367
A_T+0pct,284,43.09559939301973,2.6766338591549292,760.164016,58.45070422535211,2.159556863636363
A_T+2pct,360,54.62822458270106,2.0992727444444443,755.738188,56.111111111111114,2.1469834886363635
A_T+5pct,446,67.6783004552352,1.7812102242152466,794.41976,55.60538116591929,2.256874318181818
A_T+8pct,497,75.41729893778452,1.832194430583501,910.600632,55.53319919517102,2.5869336136363636
A_T+10pct,524,79.5144157814871,1.9103605572519085,1001.028932,55.916030534351144,2.843832193181818
A_T+15pct,558,84.67374810318664,1.9188833405017918,1070.7369039999999,55.7347670250896,3.041866204545454
A_T+100pct,620,94.08194233687405,1.890121690322581,1171.8754480000002,54.83870967741935,3.3291916136363646
