timestamp,cash_eur,invested_eur,budget_eur
2025-03-12 09:44:00-04:00,10000.0,0.0,10000.0
2025-03-12 09:45:00-04:00,8333.333333333334,1666.6666666666667,10000.0
2025-03-13 09:45:00-04:00,5833.333333333334,4166.666666666667,10000.0
2025-03-14 09:30:00-04:00,7411.883182275932,2500.0,9911.883182275931
2025-03-14 09:45:00-04:00,4933.912386706949,4977.970795568983,9911.883182275931
2025-03-14 15:36:42-04:00,3281.9318563276274,6629.951325948305,9911.883182275931
2025-03-17 09:30:00-04:00,5638.279227770878,4129.951325948305,9768.230553719182
2025-03-17 09:45:00-04:00,4010.2408021510137,5757.989751568169,9768.230553719182
2025-03-18 09:30:00-04:00,8365.809601703182,1628.0384256198638,9993.848027323045
2025-03-18 09:45:00-04:00,5867.347594872421,4126.500432450625,9993.848027323045
2025-03-19 09:30:00-04:00,7386.48131415713,2498.4620068307613,9884.943320987892
2025-03-19 09:45:00-04:00,4915.245483910157,4969.697837077734,9884.943320987892
2025-03-20 09:30:00-04:00,7442.17987185458,2471.235830246973,9913.415702101553
2025-03-20 09:45:00-04:00,4963.8259463291915,4949.589755772361,9913.415702101553
2025-03-21 09:30:00-04:00,7402.503641423052,2478.353925525388,9880.85756694844
2025-03-21 09:45:00-04:00,4932.289249685942,4948.568317262498,9880.85756694844
2025-03-24 09:30:00-04:00,7700.726294833085,2470.21439173711,10170.940686570195
2025-03-24 09:45:00-04:00,5157.991123190536,5012.949563379659,10170.940686570195
2025-03-25 09:30:00-04:00,7196.362038439729,2542.7351716425487,9739.097210082278
2025-03-25 09:45:00-04:00,4761.587735919159,4977.509474163118,9739.097210082276
2025-03-26 09:30:00-04:00,7132.03132865284,2434.7743025205696,9566.805631173409
2025-03-26 09:45:00-04:00,5537.563723457271,4029.2419077161376,9566.805631173409
2025-03-27 09:30:00-04:00,8138.103255618476,1594.4676051955682,9732.570860814045
2025-03-27 09:45:00-04:00,6516.008112149469,3216.562748664576,9732.570860814045
2025-03-31 09:30:00-04:00,9687.553461755126,0.0,9687.553461755126
2025-03-31 09:45:00-04:00,7265.665096316345,2421.8883654387814,9687.553461755126
2025-04-01 09:45:00-04:00,5651.07285269049,4036.4806090646357,9687.553461755126
2025-04-02 09:30:00-04:00,8141.485781079669,1614.5922436258543,9756.078024705523
2025-04-02 09:45:00-04:00,5702.466274903289,4053.611749802235,9756.078024705523
2025-04-03 09:30:00-04:00,7393.2185300209285,2439.0195061763807,9832.238036197308
2025-04-04 09:30:00-04:00,10984.432716407868,0.0,10984.432716407868
2025-04-04 09:45:00-04:00,8238.324537305902,2746.108179101967,10984.432716407868
2025-04-07 09:45:00-04:00,5492.216358203935,5492.216358203934,10984.432716407868
2025-04-08 09:30:00-04:00,8668.278242290911,2746.108179101967,11414.38642139288
2025-04-08 09:45:00-04:00,5814.6816369426915,5599.704784450187,11414.38642139288
2025-04-09 09:30:00-04:00,8691.065266718131,2853.59660534822,11544.66187206635
2025-04-09 09:45:00-04:00,5804.899798701544,5739.762073364807,11544.66187206635
2025-04-10 09:30:00-04:00,8589.565740692282,2886.1654680165875,11475.731208708869
2025-04-10 10:03:55-04:00,6676.9438725741375,4798.787336134732,11475.731208708869
2025-04-11 09:30:00-04:00,9962.21914425018,1912.6218681181447,11874.841012368326
2025-04-11 09:45:00-04:00,6993.5088911581,4881.332121210226,11874.841012368326
2025-04-14 09:45:00-04:00,5014.368722430046,6860.4722899382805,11874.841012368326
2025-04-15 09:30:00-04:00,10521.72806350057,1979.1401687280543,12500.868232228624
2025-04-15 09:45:00-04:00,8438.2500247958,4062.6182074328253,12500.868232228626
2025-04-16 09:30:00-04:00,10490.691681254522,2083.478038704771,12574.169719959293
2025-04-17 09:30:00-04:00,12430.442442788208,0.0,12430.442442788208
2025-04-22 09:45:00-04:00,9322.831832091155,3107.610610697052,12430.442442788208
2025-04-23 10:58:56-04:00,7251.091424959786,5179.35101782842,12430.442442788206
2025-04-23 11:01:08-04:00,6215.221221394102,6215.221221394104,12430.442442788206
2025-04-24 09:30:00-04:00,9388.134157015073,3107.610610697052,12495.744767712124
2025-04-25 09:30:00-04:00,12488.168820522284,0.0,12488.168820522284
2025-04-28 09:45:00-04:00,10406.807350435236,2081.361470087047,12488.168820522284
2025-04-29 09:45:00-04:00,7284.765145304665,5203.403675217618,12488.168820522282
2025-04-30 09:30:00-04:00,9970.222433584835,3122.042205130571,13092.264638715405
2025-05-01 09:30:00-04:00,13035.352411017713,0.0,13035.352411017713
2025-05-01 10:26:24-04:00,10862.793675848094,2172.558735169619,13035.352411017713
2025-05-06 09:30:00-04:00,13056.192302961786,0.0,13056.192302961786
2025-05-06 09:45:00-04:00,10880.160252468155,2176.0320504936312,13056.192302961786
2025-05-07 09:45:00-04:00,7616.112176727707,5440.080126234077,13056.192302961785
2025-05-07 14:32:57-04:00,5440.080126234076,7616.112176727709,13056.192302961785
2025-05-08 09:30:00-04:00,7709.149176511282,5440.080126234077,13149.22930274536
2025-05-08 09:45:00-04:00,4421.8418508249415,8727.387451920418,13149.22930274536
2025-05-09 09:30:00-04:00,10001.169252906377,3287.30732568634,13288.476578592716
2025-05-12 09:30:00-04:00,13705.865452426948,0.0,13705.865452426948
2025-05-12 09:45:00-04:00,11421.554543689123,2284.310908737825,13705.865452426948
2025-05-13 09:45:00-04:00,7995.088180582385,5710.777271844561,13705.865452426946
2025-05-14 09:30:00-04:00,11723.022719405146,3426.466363106737,15149.489082511882
2025-05-14 09:45:00-04:00,7935.6504487771745,7213.838633734707,15149.489082511882
2025-05-15 09:30:00-04:00,11844.572527695918,3787.3722706279705,15631.94479832389
2025-05-15 09:45:00-04:00,7936.586328114945,7695.358470208943,15631.944798323888
2025-05-16 09:30:00-04:00,11981.294396820855,3907.9861995809724,15889.280596401826
2025-05-16 09:45:00-04:00,8008.974247720398,7880.306348681429,15889.280596401826
2025-05-19 09:30:00-04:00,12103.923158157184,3972.3201491004565,16076.24330725764
2025-05-19 09:45:00-04:00,8084.862331342774,7991.380975914866,16076.24330725764
2025-05-20 09:30:00-04:00,12026.535619211125,4019.06082681441,16045.596446025535
2025-05-20 09:45:00-04:00,8015.136507704741,8030.459938320793,16045.596446025535
2025-05-21 09:30:00-04:00,12222.82646302113,4011.3991115063836,16234.225574527514
2025-05-21 09:45:00-04:00,8164.270069389253,8069.955505138262,16234.225574527514
2025-05-22 09:30:00-04:00,11818.264840835674,4058.5563936318786,15876.821234467552
2025-05-22 09:45:00-04:00,7849.059532218787,8027.761702248767,15876.821234467554
2025-05-23 09:30:00-04:00,12298.94150415506,3969.205308616888,16268.146812771949
2025-05-23 09:45:00-04:00,8231.904800962073,8036.242011809875,16268.146812771949
2025-05-27 09:30:00-04:00,12053.2267155747,4067.0367031929873,16120.263418767687
2025-05-27 09:45:00-04:00,9366.516145780086,6753.747272987602,16120.263418767689
2025-05-27 15:39:21-04:00,6679.8055759854715,9440.457842782216,16120.263418767689
2025-05-28 09:30:00-04:00,10859.605549809605,5373.421139589229,16233.026689398834
2025-05-28 09:45:00-04:00,6801.348877459895,9431.677811938938,16233.026689398834
2025-05-29 09:30:00-04:00,12151.735289075186,4058.2566723497084,16209.991961424894
2025-05-29 09:45:00-04:00,8099.237298718963,8110.754662705932,16209.991961424894
2025-05-30 09:30:00-04:00,12442.855036448707,4052.4979903562235,16495.35302680493
2025-05-30 12:50:03-04:00,9693.62953198122,6801.723494823711,16495.35302680493
2025-06-02 09:30:00-04:00,13934.48685157823,2749.225504467488,16683.71235604572
2025-06-02 09:45:00-04:00,11153.868125570609,5529.844230475108,16683.71235604572
