entry_time_bucket,n_picks,mean_ret_pct,median_ret_pct,win_rate_pct,mean_pred_mean4
09:30-10:59,380,3.8824333098533685,2.0782805526948223,59.473684210526315,1.0407246424595766
11:00-12:59,24,4.196095346835443,1.3040309385691007,62.5,1.1038378957507642
13:00-16:00,24,4.853526725095331,3.363977743716584,75.0,1.3344202398261646
