buy_date,date_mean_improvement_pct,date_stop_rate,date_baseline_mean_ret_pct,benchmark_same_day_ret_pct,benchmark_prev_day_ret_pct,benchmark_prev_5d_ret_pct,date_stop_rate_pct,scope
2024-02-07,-0.49274028493483124,0.2,0.57116,0.834041864043078,0.29032585524313426,0.6294689237914763,20.0,all
2024-02-08,-0.3223557404787876,0.21428571428571427,1.8340142857142856,0.04416783778358191,0.834041864043078,3.1519218025182205,21.428571428571427,all
2024-02-09,-0.7197638717710226,0.3333333333333333,1.68638,0.5779418847327022,0.04416783778358191,1.8642681929681215,33.33333333333333,all
2024-02-12,1.4410492337211342,0.3076923076923077,-2.4062384615384618,-0.04389465283319849,0.5779418847327022,1.385657934661677,30.76923076923077,all
2024-02-13,-0.06530563603940948,0.21739130434782608,1.5140478260869563,-1.3773004910375697,-0.04389465283319849,1.7115013704192439,21.73913043478261,all
2024-02-14,-0.9536861576606781,0.2857142857142857,3.397433142857143,0.9087597150259086,-1.3773004910375697,0.020243734564151517,28.57142857142857,all
2024-02-15,0.8414008232466559,0.2916666666666667,-0.5846458333333334,0.6899733237057948,0.9087597150259086,0.09435856253763308,29.166666666666668,all
2024-02-16,1.460792136139953,0.3333333333333333,-0.27675000000000005,-0.49799804784764756,0.6899733237057948,0.7404880398137692,33.33333333333333,all
2024-02-20,-0.7645818441253328,0.18181818181818182,1.1125545454545454,-0.5505395287381587,-0.49799804784764756,-0.33719074221867373,18.181818181818183,all
2024-02-21,0.008311489029384002,0.2692307692307692,0.030165384615384646,0.09058700378452578,-0.5505395287381587,-0.842348995967912,26.923076923076923,all
2024-02-22,0.5355680493857738,0.36,-0.07848399999999998,2.069548078276795,0.09058700378452578,0.6335006476683835,36.0,all
2024-02-23,-0.24107420045187958,0.2727272727272727,0.1268363636363636,0.06896551724138167,2.069548078276795,1.791122610666518,27.27272727272727,all
2024-02-26,-0.5969813095114733,0.29411764705882354,0.8620411764705882,-0.3662498769321676,0.06896551724138167,1.1633234397721237,29.411764705882355,all
2024-02-27,1.4172850855652972,0.47619047619047616,-1.7497047619047619,0.18577442241940467,-0.3662498769321676,1.297271325899385,47.61904761904761,all
2024-02-28,0.03232121668681852,0.11764705882352941,1.3380705882352941,-0.13216814944864153,0.18577442241940467,2.047266285530247,11.76470588235294,all
2024-02-29,0.060236442030287454,0.2,-0.023159999999999997,0.35949907162327044,-0.13216814944864153,1.820156473120016,20.0,all
2024-03-01,0.8996299383570591,0.631578947368421,-0.9177052631578947,0.9388285309400279,0.35949907162327044,0.11428571428571122,63.1578947368421,all
2024-03-06,-0.35603481926637065,0.375,0.5690029999999998,0.5067234512401875,-0.9994144056217014,0.04931647367487635,37.5,all
2024-03-07,-0.2450314920243095,0.34210526315789475,0.7354604210526315,0.99264345267287,0.5067234512401875,0.6893690988819978,34.21052631578947,all
2024-03-08,0.48552836133308297,0.2692307692307692,-0.714253846153846,-0.6002214409199347,0.99264345267287,1.3245945520390379,26.923076923076923,all
2024-03-11,-0.5085918557377349,0.3333333333333333,0.9929190476190476,-0.08598452278590907,-0.6002214409199347,-0.2203373306034928,33.33333333333333,all
2024-03-12,0.5949944671413817,0.4,-0.4986750000000001,1.075731497418242,-0.08598452278590907,-0.19910208861994017,40.0,all
2024-03-13,1.6731070500572403,0.48484848484848486,-1.4889242424242426,-0.15673981191220987,1.075731497418242,1.8928191174730769,48.484848484848484,all
2024-03-14,0.1158557707142854,0.1724137931034483,2.0854586206896553,-0.19768591197162344,-0.15673981191220987,1.2202059833251733,17.24137931034483,all
2024-03-15,0.07730582410910561,0.3,-0.32742,-0.9942712884746241,-0.19768591197162344,0.027194498941374157,30.0,all
2024-03-18,-0.32644937656362477,0.32432432432432434,1.0995216216216215,0.5943157523095932,-0.9942712884746241,-0.3693426092394314,32.432432432432435,all
2024-03-19,-1.207005942849173,0.3770491803278688,2.347918032786885,0.5557072105447869,0.5943157523095932,0.3090283210765321,37.704918032786885,all
