split,ticker,buy_datetime,ret_1d_pct,entry_price,entry_bar_time,ret_15m_pct,checkpoint_15m_dt,ret_30m_pct,checkpoint_30m_dt,ret_60m_pct,checkpoint_60m_dt,ret_120m_pct,checkpoint_120m_dt,ret_same_day_close_pct,same_day_close_dt,selected_signal,selected_threshold_pct,flagged,strategy_ret_pct,improvement_pct
val,SSII,2024-06-27 09:45:00,-3.4091,4.4,2024-06-27 10:12:00,,,,,,,,,0.0,2024-06-27 10:12:00,none,,False,-3.4091,0.0
val,CNGL,2024-06-25 09:45:00,0.1896,10.6,2024-06-25 09:47:00,-0.8490566037735792,2024-06-25 10:32:00,-0.5660377358490565,2024-06-25 12:07:00,0.4716981132075526,2024-06-25 15:45:00,,,-0.4716981132075415,2024-06-25 15:55:00,none,,False,0.1896,0.0
val,EXFY,2024-06-27 09:45:00,0.0,1.46,2024-06-27 09:45:00,0.6849315068493178,2024-06-27 10:08:00,2.0547945205479534,2024-06-27 10:24:00,3.082191780821919,2024-06-27 11:08:00,5.13698630136985,2024-06-27 12:25:00,2.0547945205479534,2024-06-27 15:59:00,none,,False,0.0,0.0
val,CLIR,2024-06-27 09:45:00,-8.8197,0.91,2024-06-27 09:45:00,-5.4835164835164925,2024-06-27 10:10:00,-3.285714285714292,2024-06-27 10:42:00,-3.296703296703296,2024-06-27 12:51:00,,,0.0,2024-06-27 15:59:00,none,,False,-8.8197,0.0
val,NYC,2024-06-27 09:45:00,1.8627,9.3,2024-06-27 10:03:00,,,,,,,,,1.0215053763440674,2024-06-27 15:11:00,none,,False,1.8627,0.0
val,NXDT,2024-06-27 09:45:00,6.3462,5.19,2024-06-27 09:45:00,3.6608863198458463,2024-06-27 10:21:00,2.890173410404606,2024-06-27 10:59:00,0.19267822736031004,2024-06-27 12:23:00,0.0,2024-06-27 14:22:00,0.0,2024-06-27 15:59:00,none,,False,6.3462,0.0
val,RKT,2024-06-27 09:45:00,-0.6526,13.98,2024-06-27 09:45:00,0.28612303290413976,2024-06-27 10:00:00,0.03576537911300637,2024-06-27 10:15:00,-0.28612303290415086,2024-06-27 10:46:00,-1.5021459227467893,2024-06-27 11:48:00,-1.3590844062947194,2024-06-27 15:59:00,none,,False,-0.6526,0.0
val,CTTH,2024-06-28 13:29:15,-6.9333,0.0612,2024-06-28 15:05:00,,,,,,,,,22.549019607843146,2024-06-28 15:05:00,none,,False,-6.9333,0.0
val,CSPI,2024-06-28 09:45:00,2.0805,15.0622,2024-06-28 09:45:00,2.549428370357565,2024-06-28 10:53:00,-2.6370649705886318,2024-06-28 13:11:00,,,,,-2.6702606524943273,2024-06-28 15:59:00,none,,False,2.0805,0.0
val,FXNC,2024-06-26 14:01:01,-0.4593,15.24,2024-06-26 15:49:00,,,,,,,,,0.0,2024-06-26 15:49:00,none,,False,-0.4593,0.0
val,RZLT,2024-06-27 14:15:27,7.2319,4.08,2024-06-27 14:16:00,-1.1029411764705843,2024-06-27 14:35:00,-0.9803921568627416,2024-06-27 14:55:00,-1.5686274509803977,2024-06-27 15:30:00,,,-1.4705882352941346,2024-06-27 15:59:00,none,,False,7.2319,0.0
val,NUVB,2024-06-27 09:45:00,-3.9474,3.1,2024-06-27 09:45:00,2.4193548387096753,2024-06-27 10:00:00,0.1612903225806317,2024-06-27 10:17:00,0.1612903225806317,2024-06-27 10:47:00,-1.774193548387104,2024-06-27 11:51:00,-1.9354838709677469,2024-06-27 15:59:00,none,,False,-3.9474,0.0
val,PBF,2024-06-28 09:45:00,1.0213,45.8029,2024-06-28 09:45:00,-0.301072639505362,2024-06-28 10:00:00,-1.2289614849714692,2024-06-28 10:18:00,-0.028164155544740943,2024-06-28 10:50:00,0.3757404007169951,2024-06-28 11:54:00,0.4739874549428036,2024-06-28 15:59:00,none,,False,1.0213,0.0
val,CME,2024-06-27 09:45:00,0.5472,196.15,2024-06-27 09:45:00,-0.39255671679837567,2024-06-27 10:00:00,-0.7188376242671435,2024-06-27 10:15:00,-0.26510323731838703,2024-06-27 10:45:00,-0.3262809074687789,2024-06-27 11:46:00,-0.3262809074687789,2024-06-27 15:59:00,none,,False,0.5472,0.0
val,FRD,2024-06-27 12:55:41,-3.944,15.79,2024-06-27 15:25:00,,,,,,,,,-1.8366054464851067,2024-06-27 15:50:00,none,,False,-3.944,0.0
val,BATRA,2024-06-28 09:45:00,-0.7743,41.01,2024-06-28 10:10:00,-0.3413801511826353,2024-06-28 13:11:00,1.5362106803218811,2024-06-28 15:50:00,,,,,0.7559131919044226,2024-06-28 15:59:00,none,,False,-0.7743,0.0
val,SST,2024-06-28 09:45:00,-5.2632,14.8,2024-06-28 09:45:00,-0.6756756756756799,2024-06-28 10:37:00,-2.0270270270270285,2024-06-28 11:20:00,-2.7027027027027084,2024-06-28 12:50:00,-2.7027027027027084,2024-06-28 15:49:00,1.3513513513513375,2024-06-28 15:59:00,none,,False,-5.2632,0.0
val,PSTL,2024-06-28 09:45:00,-0.3033,13.19,2024-06-28 09:47:00,0.07581501137225999,2024-06-28 11:36:00,0.26535253980288775,2024-06-28 12:51:00,0.22744503411675776,2024-06-28 15:07:00,,,1.0614101592115288,2024-06-28 15:59:00,none,,False,-0.3033,0.0
val,RH,2024-06-28 09:45:00,-1.555,242.86,2024-06-28 09:46:00,0.8894013011611523,2024-06-28 10:02:00,1.303219962118085,2024-06-28 10:17:00,1.3752779379065938,2024-06-28 10:47:00,0.720579757885198,2024-06-28 11:53:00,0.6505805814049248,2024-06-28 15:59:00,none,,False,-1.555,0.0
val,INMB,2024-06-26 09:45:00,19.2044,7.26,2024-06-26 09:45:00,-1.5151515151515027,2024-06-26 10:15:00,-0.9641873278236845,2024-06-26 10:40:00,1.1019283746556585,2024-06-26 11:26:00,0.27548209366392573,2024-06-26 13:26:00,0.13774104683195176,2024-06-26 15:59:00,none,,False,19.2044,0.0
val,FXNC,2024-06-28 09:45:00,0.0,15.1,2024-06-28 09:53:00,,,,,,,,,0.6622516556291425,2024-06-28 14:28:00,none,,False,0.0,0.0
val,AGAE,2024-07-01 09:45:00,-6.4516,1.34,2024-07-01 09:46:00,-5.97014925373135,2024-07-01 11:22:00,-10.447761194029859,2024-07-01 13:53:00,-8.208955223880599,2024-07-01 14:39:00,,,-8.208955223880599,2024-07-01 15:59:00,none,,False,-6.4516,0.0
val,PRPL,2024-07-01 09:45:00,-7.4931,1.08,2024-07-01 09:45:00,2.314814814814814,2024-07-01 10:03:00,0.0,2024-07-01 10:25:00,0.0,2024-07-01 11:04:00,-0.92592592592593,2024-07-01 12:07:00,0.92592592592593,2024-07-01 15:59:00,none,,False,-7.4931,0.0
val,AESI,2024-06-27 15:34:02,0.8093,19.86,2024-06-27 15:35:00,-0.40281973816715944,2024-06-27 15:50:00,,,,,,,-0.30211480362537513,2024-06-27 15:59:00,none,,False,0.8093,0.0
val,CTRN,2024-07-01 09:45:00,-1.3238,21.13,2024-07-01 09:47:00,-2.6029342167534386,2024-07-01 10:10:00,-2.744912446758152,2024-07-01 10:34:00,-3.5494557501183133,2024-07-01 11:24:00,-4.212020823473739,2024-07-01 13:34:00,-7.0989115002366265,2024-07-01 15:59:00,none,,False,-1.3238,0.0
val,EXFY,2024-07-01 09:45:00,-3.8462,1.52,2024-07-01 09:46:00,0.3289473684210398,2024-07-01 10:03:00,1.9736842105263275,2024-07-01 10:21:00,0.6578947368421018,2024-07-01 10:55:00,-0.328947368421062,2024-07-01 12:07:00,3.289473684210531,2024-07-01 15:59:00,none,,False,-3.8462,0.0
val,AEI,2024-07-01 09:45:00,-7.3055,1.7261,2024-07-01 09:45:00,0.3649846474711671,2024-07-01 10:25:00,-2.091419964080876,2024-07-01 11:37:00,,,,,-2.6707606743525902,2024-07-01 15:59:00,none,,False,-7.3055,0.0
val,FRD,2024-06-28 09:45:00,-3.9073,15.73,2024-06-28 09:46:00,-0.8264462809917439,2024-06-28 12:05:00,-1.7800381436745116,2024-06-28 15:14:00,,,,,-3.687221869040047,2024-06-28 15:59:00,none,,False,-3.9073,0.0
val,STTK,2024-06-27 09:45:00,-5.6235,4.085,2024-06-27 09:45:00,0.6119951040391758,2024-06-27 10:00:00,-3.0599755201958345,2024-06-27 10:15:00,-2.44798041615667,2024-06-27 10:53:00,-6.976744186046513,2024-06-27 11:57:00,-7.7111383108935065,2024-06-27 15:59:00,none,,False,-5.6235,0.0
val,NXDT,2024-06-28 09:45:00,-2.8933,5.3,2024-06-28 09:47:00,2.075471698113218,2024-06-28 10:37:00,1.132075471698113,2024-06-28 11:05:00,3.584905660377369,2024-06-28 12:06:00,1.8867924528301883,2024-06-28 15:09:00,4.339622641509444,2024-06-28 15:59:00,none,,False,-2.8933,0.0
