strategy,min_decile_score,raw_pred_mean4_cutoff,n_trades,return_pct,max_drawdown_pct,win_rate_pct,mean_trade_ret_pct,std_trade_ret_pct,sharpe_trade,sortino_trade,cvar5_trade_ret_pct,objective_val
fixed_cap_allocation,0.9,0.7411469097345084,481,1149.460151334154,-13.339807121902092,54.054054054054056,2.368332632016632,8.217667148648372,0.2882001167942378,0.6614852981059606,-11.924296,1142.790247773203
variable_sizing_score_price_risk,0.9,0.7411469097345084,649,484.7711603330555,-8.32260280911321,54.39137134052389,2.2756663235747303,8.237657617568617,0.27625162749194276,0.6341185637940955,-11.923945454545454,480.6098589284989
