timestamp,cash_eur,invested_eur,budget_eur
2025-03-12 09:44:00-04:00,10000.0,0.0,10000.0
2025-03-12 09:45:00-04:00,7500.0,2500.0,10000.0
2025-03-13 09:45:00-04:00,5000.0,5000.0,10000.0
2025-03-13 12:30:28-04:00,2500.0,7500.0,10000.0
2025-03-13 16:00:00-04:00,4995.07,5000.0,9995.07
2025-03-14 09:45:00-04:00,0.0,9995.07,9995.07
2025-03-14 15:36:42-04:00,0.0,9995.07,9995.07
2025-03-14 16:00:00-04:00,5078.0375,4995.07,10073.1075
2025-03-17 09:45:00-04:00,0.0,10073.1075,10073.1075
2025-03-17 16:00:00-04:00,5418.8825295025,5078.0375,10496.9200295025
2025-03-18 09:45:00-04:00,0.0,10496.9200295025,10496.9200295025
2025-03-18 11:07:56-04:00,0.0,10496.9200295025,10496.9200295025
2025-03-18 16:00:00-04:00,4781.54097483125,5418.8825295025,10200.42350433375
2025-03-19 09:45:00-04:00,0.0,10200.42350433375,10200.42350433375
2025-03-19 16:00:00-04:00,5517.948707870442,4781.54097483125,10299.489682701693
2025-03-20 09:45:00-04:00,0.0,10299.489682701693,10299.489682701693
2025-03-20 10:57:03-04:00,0.0,10299.489682701693,10299.489682701693
2025-03-20 16:00:00-04:00,4809.725634528163,5517.948707870442,10327.674342398604
2025-03-21 09:45:00-04:00,0.0,10327.674342398604,10327.674342398604
2025-03-21 16:00:00-04:00,5826.0661102222,4809.725634528163,10635.791744750364
2025-03-24 09:45:00-04:00,508.17023784701814,10127.621506903346,10635.791744750364
2025-03-24 16:00:00-04:00,4642.658304079292,5317.895872375182,9960.554176454474
2025-03-25 09:45:00-04:00,0.0,9960.554176454474,9960.554176454474
2025-03-25 16:00:00-04:00,5101.188956627957,4642.658304079292,9743.847260707249
2025-03-26 16:00:00-04:00,10401.401484324919,0.0,10401.401484324919
2025-03-27 09:45:00-04:00,5200.70074216246,5200.700742162459,10401.40148432492
2025-03-28 09:45:00-04:00,2600.35037108123,7801.0511132436895,10401.40148432492
2025-03-28 16:00:00-04:00,7600.358671954012,2600.35037108123,10200.709043035242
2025-03-31 09:45:00-04:00,2500.0041504363903,7700.704892598851,10200.709043035242
2025-03-31 10:56:15-04:00,0.0,10200.709043035242,10200.709043035242
2025-03-31 16:00:00-04:00,2536.605382084545,7600.358671954011,10136.964054038555
2025-04-01 09:45:00-04:00,2.364368574906166,10134.59968546365,10136.964054038557
2025-04-01 16:00:00-04:00,9072.43867039807,2534.241013509639,11606.67968390771
2025-04-02 09:45:00-04:00,0.0,11606.67968390771,11606.67968390771
2025-04-02 16:00:00-04:00,2821.137370167038,9072.43867039807,11893.576040565109
2025-04-03 09:45:00-04:00,0.0,11893.576040565109,11893.576040565109
2025-04-03 16:00:00-04:00,13208.98368804035,2821.137370167038,16030.121058207389
2025-04-04 09:45:00-04:00,0.0,16030.121058207387,16030.121058207387
2025-04-04 16:00:00-04:00,2869.500128103811,13208.983688040349,16078.48381614416
2025-04-07 09:45:00-04:00,0.0,16078.483816144162,16078.483816144162
2025-04-07 12:34:57-04:00,0.0,16078.483816144162,16078.483816144162
2025-04-07 16:00:00-04:00,13429.850818970139,2869.500128103811,16299.35094707395
2025-04-08 09:45:00-04:00,0.0,16299.350947073948,16299.350947073948
2025-04-08 09:45:55-04:00,0.0,16299.350947073948,16299.350947073948
2025-04-08 11:45:03-04:00,0.0,16299.350947073948,16299.350947073948
2025-04-08 14:31:06-04:00,0.0,16299.350947073948,16299.350947073948
2025-04-08 16:00:00-04:00,3132.6160291860083,13429.850818970139,16562.466848156146
2025-04-09 09:45:00-04:00,0.0,16562.466848156146,16562.466848156146
2025-04-09 10:57:04-04:00,0.0,16562.466848156146,16562.466848156146
2025-04-09 16:00:00-04:00,12443.609506737592,3132.6160291860083,15576.2255359236
2025-04-10 09:45:00-04:00,8549.553122756692,7026.672413166909,15576.2255359236
2025-04-10 10:03:55-04:00,4655.4967387757915,10920.728797147809,15576.2255359236
2025-04-10 16:00:00-04:00,8384.042845657972,7788.1127679618,16172.155613619772
2025-04-11 09:45:00-04:00,148.98251942404204,16023.173094195728,16172.15561361977
2025-04-11 16:00:00-04:00,8161.1359273818,8235.060326233928,16396.19625361573
2025-04-14 09:45:00-04:00,4062.0868639778673,12334.109389637862,16396.19625361573
2025-04-14 16:00:00-04:00,13327.285432271365,4099.049063403932,17426.3344956753
2025-04-15 09:45:00-04:00,257.5345605148905,17168.79993516041,17426.3344956753
2025-04-15 16:00:00-04:00,4508.400104080114,13069.750871756474,17578.150975836586
2025-04-16 16:00:00-04:00,16811.457606781234,0.0,16811.457606781234
2025-04-22 09:45:00-04:00,8405.728803390619,8405.728803390617,16811.457606781238
2025-04-22 13:15:36-04:00,4202.864401695309,12608.593205085926,16811.457606781238
2025-04-23 10:58:56-04:00,0.0,16811.457606781238,16811.457606781238
2025-04-23 11:01:08-04:00,0.0,16811.457606781238,16811.457606781238
2025-04-23 16:00:00-04:00,12947.432336015005,4202.864401695309,17150.296737710312
2025-04-24 09:45:00-04:00,8659.858151587427,8490.438586122888,17150.296737710312
2025-04-24 10:03:15-04:00,8575.148368855158,8575.148368855156,17150.296737710312
