label,n_trades,freq_pct,avg_ret,sum_ret,win_rate,expected_daily,T_threshold,X_dip
C_T+100_X0,659,100.0,2.000385462822458,1318.2540199999999,54.93171471927162,3.7450398295454543,100,0
C_T+5_X0,446,67.6783004552352,1.7812102242152466,794.41976,55.60538116591929,2.256874318181818,5,0
C_T+100_X3,201,30.500758725341427,3.2311116171718743,649.4534350515468,60.19900497512438,1.845038167760076,100,3
C_T+5_X3,124,18.81638846737481,2.67515061523113,331.7186762886601,58.06451612903226,0.9423826030927844,5,3
C_T+2_X3,104,15.781487101669194,2.7387323156225234,284.82816082474244,56.730769230769226,0.8091709114339274,2,3
C_T+0_X3,91,13.808801213960548,3.2508237906423494,295.8249649484538,60.43956043956044,0.8404118322399257,0,3
C_T+5_X5,86,13.050075872534142,2.8446611505508,244.6408589473688,56.97674418604651,0.6950024401913887,5,5
C_T+2_X5,75,11.380880121396055,3.028770750877197,227.15780631578977,57.333333333333336,0.6453346770334937,2,5
C_T+0_X5,64,9.711684370257966,3.665983815789477,234.62296421052653,62.5,0.6665425119617231,0,5
