entry_day,n_names,day_budget_eur,used_budget_eur,utilization_pct,strategy
2026-03-03,7,5000.0,5000.0,100.0,equal_weight
2026-03-04,32,5000.000000000002,5000.000000000001,99.99999999999997,equal_weight
2026-03-03,7,5000.0,4999.999999999999,99.99999999999997,score_weight
2026-03-04,32,5000.0,4999.999999999999,99.99999999999997,score_weight
2026-03-03,7,5000.0,5000.0,100.0,advice_weight
2026-03-04,32,5000.0,4999.999999999999,99.99999999999997,advice_weight
