trade_day,n_picks,mean_pred_mean4,mean_ret_pct
2025-06-09,3,1.7637402453932378,19.808867789296695
2025-06-10,2,1.0900030732853803,-2.8673480675206364
2025-06-11,5,1.0691830701294651,-9.586491952491727
2025-06-13,2,1.0273307449062339,3.1455782159747647
2025-06-17,4,0.9557838167749563,0.5747954408488047
2025-06-18,3,1.3527317293884895,-5.12724062153281
2025-06-20,1,1.6000594463721696,-13.265306122448983
2025-06-23,2,1.7473939088075108,12.338971659012
2025-06-24,2,1.4515891218330736,3.293199650607681
2025-06-26,3,0.7911658196684437,19.709108481714157
2025-06-27,2,1.2260734134534617,8.426757369614501
2025-06-30,3,1.9390556163729344,4.853537218468373
2025-07-02,1,0.9767372155313429,43.49775784753365
2025-07-03,3,0.7832193364380532,4.527503548678465
2025-07-16,2,1.306969989957421,16.562503300486885
2025-07-17,1,0.7182841180057551,6.000000000000005
2025-07-22,2,1.3055353172971604,3.713114292381853
2025-07-24,1,0.6595704064235706,-6.3953488372092915
2025-07-25,1,0.6330488978417307,1.0584543375352196
2025-07-28,1,1.0479730223778798,-4.133846247786521
2025-07-30,1,0.6988507680636821,-3.9735099337748325
2025-07-31,2,1.3575800736206627,-2.220359876454503
2025-08-01,2,0.9038955241461148,-5.33586039681726
2025-08-04,2,0.649710954381006,-8.227201317624006
2025-08-05,1,1.4314008439710328,-0.9821004276888812
2025-08-06,4,1.1029399274914802,-5.684732232153475
2025-08-08,3,0.7887972281768096,0.35128920809435565
2025-08-11,2,0.71734166405324,5.902438445024206
2025-08-12,10,0.8281870532668331,5.4539568386616954
2025-08-13,2,0.8286554225194641,-0.3222341568206222
2025-08-14,4,1.5296774808131182,5.769566243388999
2025-08-18,5,1.0672420224829753,-1.051931923367304
2025-08-19,2,0.7905099991760713,14.848484848484855
2025-08-20,4,0.7454707340080168,2.3331465085100587
2025-08-21,4,1.00501966775836,14.483982031795966
2025-08-22,4,1.2217044533571564,15.14153201127362
2025-08-25,2,0.8048240199272079,0.7471980074719831
2025-08-26,6,0.9038409016384801,-0.7115068494599361
2025-08-27,3,0.9657934636365927,12.527881601098594
2025-08-28,1,0.8265224974817456,-1.6859852476290849
2025-08-29,5,0.756819805835298,13.767054566833625
2025-09-03,3,0.9867200646439042,2.5680429819245716
2025-09-04,2,0.7877454234620643,10.679598443833827
2025-09-08,2,0.9719447380644199,8.056300896523382
2025-09-10,1,0.9738676786951215,3.7042175360710416
2025-09-11,2,0.9638804898077082,46.192804108320885
2025-09-12,1,1.0214276452549382,-1.6062176165803188
2025-09-15,1,1.1543466147143395,7.027027027027022
2025-09-18,1,1.4375495993908531,20.12012012012012
2025-09-19,3,0.8637632301235043,0.5440170325469985
2025-09-22,1,0.9224522041655804,-5.747126436781613
2025-09-23,2,0.9575626720293048,18.305343511450378
2025-09-24,2,1.4842143826166891,6.74067164179103
2025-09-25,2,0.6169537186087378,6.194292562354875
2025-09-26,1,0.9288273931791393,11.351351351351347
2025-09-29,1,0.683425786320881,-8.786610878661083
2025-10-01,1,0.7320651064055461,-1.0364818176494706
2025-10-02,1,1.1119822678241014,-6.969696969696971
2025-10-03,1,1.4020587758205638,13.043478260869579
2025-10-06,1,0.7793464597822926,23.84530704063561
2025-10-07,1,0.900014965546639,9.403437815975725
2025-10-09,2,1.1576265531935084,6.463636397969241
2025-10-15,1,1.490403192383259,20.769230769230763
2025-10-16,1,1.7245728336381818,-2.148479047011276
2025-10-21,1,1.3592020072619948,1.2113736281114562
2025-10-22,1,1.15555595155814,7.157894736842096
2025-10-28,2,1.3984940358751934,11.015712744169658
2025-10-31,1,0.8090425240302254,8.207945227290804
2025-11-05,1,0.8574989650859927,0.7025761124121788
2025-11-06,2,0.9249010394237013,4.719847975394292
2025-11-10,2,0.8720952402480158,5.8176061640429
2025-11-11,1,1.961001776213078,6.288209606986905
2025-11-12,1,1.266633882439772,5.689277899343548
2025-11-13,3,0.7099466713280106,-2.0720447705505034
2025-11-14,3,0.930032068423852,1.0941569718210808
2025-11-17,5,0.8983232137712349,3.509803171590373
2025-11-18,3,0.8641139740834883,6.182617018359541
2025-11-19,5,1.0393447447252604,-3.444601052514309
2025-11-20,7,1.0794507709159211,0.7209730048074158
2025-11-21,10,0.962271736322087,9.420531484855148
2025-11-24,4,1.1025143261736026,2.8035116859017717
2025-11-25,2,1.0935154467914416,1.3280116110304774
2025-11-26,7,0.8391088878383209,3.799518788091246
2025-11-28,1,0.6459009434371192,2.3966244725738495
2025-12-01,1,0.8426311770014057,-8.318053008834791
2025-12-02,2,0.9004337970816971,9.157648346303503
2025-12-03,1,1.0214184616975883,0.0
2025-12-04,1,0.7286976904655731,6.733668341708543
2025-12-05,2,0.8571851585830705,2.292626728110614
2025-12-08,2,0.9452631791011719,4.512377087348285
2025-12-09,1,1.0742637121612235,3.053435114503822
2025-12-11,3,1.0408012763661252,2.362301101591191
2025-12-12,3,1.319068621259072,-18.306625588177365
2025-12-15,4,1.0764861246290396,-3.53026112854537
2025-12-16,4,1.1845047878332906,14.701524257042244
2025-12-17,6,0.7785794559931078,-0.18604979494653748
2025-12-18,5,1.2331719629039284,0.37948619754000834
2025-12-19,4,0.9347641279404438,-1.7392197545384178
2025-12-22,1,1.2229186456531345,11.596009975062337
2025-12-23,2,0.8490625828994549,0.15529755987770955
2025-12-24,3,1.0750257195191812,-1.706371536888792
2025-12-30,1,0.8888218599998362,8.287292817679548
2026-01-02,4,1.2597663238461334,8.523041777393503
2026-01-05,2,0.6517792521005257,-0.71129102146823
2026-01-08,1,1.514526760851678,0.304293925391641
2026-01-12,1,0.788186429825245,14.343066470726074
2026-01-13,1,2.188206882593131,-8.23529411764705
2026-01-16,2,0.8780121962064058,-6.119986049101339
2026-02-03,1,2.1420032679206216,-6.971428571428562
2026-02-04,1,0.7138059835299675,-0.7210205213532994
2026-02-05,1,0.8723483587293537,5.555555555555558
2026-02-06,1,0.7190496735618552,-0.4690248192300239
2026-02-12,2,1.2983554920163696,6.92280836457252
2026-02-13,5,0.8212090340216947,6.05086041606842
2026-02-18,3,1.4272732707476472,2.447543330937371
2026-02-19,1,0.9512516104150447,0.9535918626827788
2026-02-20,2,0.8166284460625253,-7.597198820411655
2026-02-23,1,1.0659554074439193,4.477611940298498
2026-02-25,2,0.9026597918610919,8.776280255420115
2026-02-26,2,1.2195060336042443,-17.661961984350967
2026-02-27,1,0.9949752930625149,-0.8620689655172376
