strategy,min_decile_score,raw_pred_mean4_cutoff,n_trades,return_pct,max_drawdown_pct,win_rate_pct,mean_trade_ret_pct,std_trade_ret_pct,sharpe_trade,sortino_trade,cvar5_trade_ret_pct,objective_val,base_alloc_fraction,top_bonus_fraction,max_alloc_fraction
fixed_25pct_cap,0.9,0.7129917140924689,492,1065.895348343835,-14.052270828991064,54.0650406504065,2.3166264065040645,8.252256121706019,0.2807264307285145,0.6354753742661157,-12.04712,1058.8692129293395,,,
linear_decile_overweight,0.9,0.7129917140924689,350,1938.3181326807771,-13.49809625224535,54.85714285714286,2.7617603199999996,8.533155248091072,0.3236505418810733,0.7577959764001301,-11.967883333333333,1931.5690845546544,0.25,0.25,0.5
