ticker,entry_time,exit_time,invested_eur,ret_pct,proceeds_eur,pnl_eur
MEI,2025-03-12 09:45:00-04:00,2025-03-14 09:30:00-04:00,3750.0,-5.287009063444115,3551.7371601208456,-198.2628398791544
FNKO,2025-03-13 09:45:00-04:00,2025-03-17 09:30:00-04:00,3750.0,-9.161793372319693,3406.4327485380113,-343.5672514619887
NXL,2025-03-14 09:45:00-04:00,2025-03-18 09:30:00-04:00,3675.651435045317,15.458937198067657,4243.868082008846,568.2166469635285
CRBU,2025-03-17 09:45:00-04:00,2025-03-19 09:30:00-04:00,3546.813715747071,-6.689320388349518,3309.555982722825,-237.25773302424614
RDW,2025-03-18 09:45:00-04:00,2025-03-20 09:30:00-04:00,3759.894958358395,2.63876251137396,3859.109656986596,99.21469862820095
BTMD,2025-03-19 09:45:00-04:00,2025-03-21 09:30:00-04:00,3670.923308474302,-2.8301886792452824,3567.0292525740856,-103.89405590021624
HFFG,2025-03-20 09:45:00-04:00,2025-03-24 09:30:00-04:00,3708.1288204598773,19.999999999999996,4449.7545845518525,741.6257640919753
BLNE,2025-03-21 09:45:00-04:00,2025-03-25 09:30:00-04:00,3669.1685494972967,-26.5934065934066,2693.4116385320813,-975.7569109652154
NAUT,2025-03-24 09:45:00-04:00,2025-03-26 09:30:00-04:00,3947.2782110317876,-11.163754811963267,3506.613749806149,-440.66446122563866
MODD,2025-03-25 09:45:00-04:00,2025-03-27 09:30:00-04:00,3581.369369419832,-4.166666666666674,3432.1456456940055,-149.2237237258264
BMNM,2025-03-26 09:45:00-04:00,2025-03-31 09:30:00-04:00,3416.120196460217,1.5037593984962516,3467.490424978416,51.37022851819893
VNRX,2025-03-27 09:45:00-04:00,2025-03-31 09:30:00-04:00,3360.1613000630323,-4.253409906676254,3217.2398664458497,-142.92143361718263
TOI,2025-03-31 09:45:00-04:00,2025-04-02 09:30:00-04:00,3325.829598150913,2.4390243902439046,3406.9473932277647,81.11779507685151
GOVX,2025-04-01 09:45:00-04:00,2025-04-03 09:30:00-04:00,3325.829598150913,4.716981132075482,3482.7083527806735,156.87875462976035
ALUR,2025-04-02 09:45:00-04:00,2025-04-04 09:30:00-04:00,3356.248771304733,-3.7735849056603765,3229.597874274366,-126.6508970303671
ADMQ,2025-04-04 09:45:00-04:00,2025-04-08 09:30:00-04:00,3367.5842179045053,24.666666666666682,4198.254991654284,830.6707737497786
BCDA,2025-04-07 09:45:00-04:00,2025-04-09 09:30:00-04:00,3367.5842179045053,5.789473684210522,3562.5496199937133,194.96540208920806
NMTC,2025-04-08 09:45:00-04:00,2025-04-10 09:30:00-04:00,3679.085758060672,-2.6081286676809423,3583.130467696125,-95.95529036454718
PEPG,2025-04-09 09:45:00-04:00,2025-04-11 09:30:00-04:00,3752.1977838441253,16.98880976602237,4389.6515273863115,637.4537435421862
CTTH,2025-04-10 10:03:55-04:00,2025-04-15 09:30:00-04:00,3716.21454995742,13.508771929824537,4218.229497934123,502.0149479767033
RNXT,2025-04-11 09:45:00-04:00,2025-04-15 09:30:00-04:00,3955.25970378574,9.63855421686748,4336.4895547530405,381.22985096730054
HUMA,2025-04-14 09:45:00-04:00,2025-04-16 09:30:00-04:00,2875.8849563521467,3.703703703703698,2982.3992139948186,106.51425764267196
BCDA,2025-04-15 09:45:00-04:00,2025-04-17 09:30:00-04:00,4286.476503389742,-6.898430149061552,3990.7769159474647,-295.69958744227733
LCGMF,2025-04-22 09:45:00-04:00,2025-04-24 09:30:00-04:00,4215.532004714889,7.692307692307687,4539.803697385265,324.27169267037607
COSM,2025-04-23 10:58:56-04:00,2025-04-25 09:30:00-04:00,4215.532004714889,-0.4635276896804097,4195.991846605696,-19.540158109192816
BCDA,2025-04-28 09:45:00-04:00,2025-04-30 09:30:00-04:00,4329.806330175333,29.02407039214856,5586.4923672891255,1256.6860371137927
KDOZF,2025-04-29 09:45:00-04:00,2025-05-01 09:30:00-04:00,4329.806330175333,0.0,4329.806330175333,0.0
MNTR,2025-05-01 10:26:24-04:00,2025-05-06 09:30:00-04:00,4801.063594093004,0.9592326139088669,4847.116961902049,46.053367809045085
MNTR,2025-05-06 09:45:00-04:00,2025-05-08 09:30:00-04:00,4818.333607021396,4.27553444180524,5024.343119910673,206.00951288927627
BLNE,2025-05-07 09:45:00-04:00,2025-05-09 09:30:00-04:00,4818.333607021396,9.774436090225546,5289.298546053562,470.9649390321656
NKGN,2025-05-08 09:45:00-04:00,2025-05-12 09:30:00-04:00,4895.587174354876,10.479041916167663,5408.597806398052,513.010632043176
