entry_day,n_names,day_budget_eur,used_budget_eur,utilization_pct,strategy
2026-03-03,1,5000.0,5000.0,100.0,equal_weight
2026-03-04,12,5000.0,5000.0,100.0,equal_weight
2026-03-03,1,5000.0,5000.0,100.0,score_weight
2026-03-04,12,5000.0,5000.0,100.0,score_weight
2026-03-03,1,5000.0,5000.0,100.0,advice_weight
2026-03-04,12,5000.0,5000.000000000001,100.00000000000003,advice_weight
