strategy,input_file,raw_cutoff,decile_score_threshold,sleeve_fraction,exit_days,curve_csv,trades_csv,end_budget_eur,total_return_pct,annualized_return_pct,max_drawdown_pct,trades_executed,win_rate_pct,mean_trade_ret_pct,candidate_days,candidate_rows,avg_names_per_day,median_names_per_day,max_names_per_day
equal_weight,C:\Users\XAVIER~1\AppData\Local\Temp\vm_live_predictions_c74c6cfbe34f45b98472eb2954dfcec2.csv,-999.0,0.87,0.5,2,backtest\out\vm_premarket_spread_all_equal_weight_curve.csv,backtest\out\vm_premarket_spread_all_equal_weight_trades.csv,9999.05475503349,-0.009452449665092733,-1.144029433892324,-0.62010957896248,39,61.53846153846154,-0.8032905598755258,2,39,19.5,19.5,32
score_weight,C:\Users\XAVIER~1\AppData\Local\Temp\vm_live_predictions_c74c6cfbe34f45b98472eb2954dfcec2.csv,-999.0,0.87,0.5,2,backtest\out\vm_premarket_spread_all_score_weight_curve.csv,backtest\out\vm_premarket_spread_all_score_weight_trades.csv,9999.020568473266,-0.009794315267330767,-1.1851612788261745,-0.6205756986933042,39,61.53846153846154,-0.8032905598755258,2,39,19.5,19.5,32
advice_weight,C:\Users\XAVIER~1\AppData\Local\Temp\vm_live_predictions_c74c6cfbe34f45b98472eb2954dfcec2.csv,-999.0,0.87,0.5,2,backtest\out\vm_premarket_spread_all_advice_weight_curve.csv,backtest\out\vm_premarket_spread_all_advice_weight_trades.csv,9970.498919932093,-0.29501080067906305,-30.2060775885466,-0.9144581487973924,39,61.53846153846154,-0.8032905598755258,2,39,19.5,19.5,32
