candidate,arm_gain_pct,trail_drawdown_pct,reentry_mode,val_n_trades,val_n_stopped,val_stop_rate_pct,val_n_reentered,val_reentry_rate_among_stopped_pct,val_baseline_mean_ret_pct,val_strategy_mean_ret_pct,val_delta_mean_ret_pct,val_baseline_win_rate_pct,val_strategy_win_rate_pct,val_delta_win_rate_pct,test_n_trades,test_n_stopped,test_stop_rate_pct,test_n_reentered,test_reentry_rate_among_stopped_pct,test_baseline_mean_ret_pct,test_strategy_mean_ret_pct,test_delta_mean_ret_pct,test_baseline_win_rate_pct,test_strategy_win_rate_pct,test_delta_win_rate_pct
trail_after_2_dd_0.5_reclaim_peak_else_close,2.0,0.5,reclaim_peak_else_close,416,254,61.057692307692314,254,100.0,1.7203530096153843,0.9345907525294882,-0.7857622570858961,55.769230769230774,52.16346153846154,-3.6057692307692335,422,249,59.0047393364929,249,100.0,1.4021763981042652,0.9200852529892505,-0.4820911451150147,50.71090047393365,51.18483412322274,0.4739336492890942
trail_after_1_dd_2_reclaim_entry_else_out,1.0,2.0,reclaim_entry_else_out,416,261,62.74038461538461,239,91.57088122605363,1.7203530096153843,0.9305900919607507,-0.7897629176546336,55.769230769230774,49.75961538461539,-6.009615384615387,422,291,68.95734597156398,259,89.00343642611683,1.4021763981042652,0.583937729740728,-0.8182386683635372,50.71090047393365,45.7345971563981,-4.976303317535546
trail_after_0.5_dd_1.5_reclaim_entry_else_out,0.5,1.5,reclaim_entry_else_out,416,311,74.75961538461539,274,88.10289389067523,1.7203530096153843,0.9284914819834831,-0.7918615276319012,55.769230769230774,49.75961538461539,-6.009615384615387,422,328,77.72511848341233,283,86.28048780487805,1.4021763981042652,0.6618078925015972,-0.740368505602668,50.71090047393365,45.97156398104265,-4.739336492890999
trail_after_0.5_dd_0.5_reclaim_peak_else_close,0.5,0.5,reclaim_peak_else_close,416,333,80.04807692307693,333,100.0,1.7203530096153843,0.9113944834097908,-0.8089585262055935,55.769230769230774,51.20192307692307,-4.5673076923077005,422,345,81.75355450236967,345,100.0,1.4021763981042652,0.9562928709019325,-0.4458835272023327,50.71090047393365,51.421800947867304,0.7109004739336555
trail_after_2_dd_1_reclaim_peak_else_close,2.0,1.0,reclaim_peak_else_close,416,244,58.65384615384615,244,100.0,1.7203530096153843,0.8612955389300498,-0.8590574706853344,55.769230769230774,52.16346153846154,-3.6057692307692335,422,244,57.81990521327014,244,100.0,1.4021763981042652,0.9906375480848584,-0.4115388500194068,50.71090047393365,52.3696682464455,1.658767772511851
trail_after_1_dd_0.5_reclaim_peak_else_close,1.0,0.5,reclaim_peak_else_close,416,297,71.39423076923077,297,100.0,1.7203530096153843,0.8465558856765182,-0.8737971239388661,55.769230769230774,51.20192307692307,-4.5673076923077005,422,319,75.59241706161137,319,100.0,1.4021763981042652,0.9643223535556703,-0.4378540445485949,50.71090047393365,51.65876777251185,0.9478672985782026
trail_after_0.5_dd_2_reclaim_entry_else_out,0.5,2.0,reclaim_entry_else_out,416,297,71.39423076923077,255,85.85858585858585,1.7203530096153843,0.8306535266374454,-0.8896994829779389,55.769230769230774,48.07692307692308,-7.692307692307693,422,313,74.17061611374407,265,84.66453674121406,1.4021763981042652,0.582656180986798,-0.8195202171174673,50.71090047393365,44.78672985781991,-5.9241706161137415
trail_after_0.5_dd_1_reclaim_peak_else_close,0.5,1.0,reclaim_peak_else_close,416,322,77.40384615384616,322,100.0,1.7203530096153843,0.8250731886916156,-0.8952798209237687,55.769230769230774,51.442307692307686,-4.326923076923087,422,339,80.33175355450237,339,100.0,1.4021763981042652,0.9878378536867048,-0.41433854441756035,50.71090047393365,53.317535545023695,2.6066350710900466
trail_after_2_dd_2_stay_out,2.0,2.0,stay_out,416,223,53.605769230769226,0,0.0,1.7203530096153843,0.8130264942226122,-0.9073265153927721,55.769230769230774,57.692307692307686,1.9230769230769127,422,224,53.08056872037915,0,0.0,1.4021763981042652,0.9340775197474621,-0.4680988783568031,50.71090047393365,59.47867298578199,8.767772511848342
trail_after_2_dd_2_reclaim_peak_else_close,2.0,2.0,reclaim_peak_else_close,416,223,53.605769230769226,223,100.0,1.7203530096153843,0.7953327534301361,-0.9250202561852482,55.769230769230774,50.0,-5.769230769230774,422,224,53.08056872037915,224,100.0,1.4021763981042652,0.8868952754724891,-0.5152811226317761,50.71090047393365,52.3696682464455,1.658767772511851
