strategy,pred_threshold,vol_q,vol_cap,lr_q,lr_cap,val_n_trades,val_return_pct,val_max_drawdown_pct,val_objective_val,test_n_trades,test_return_pct,test_max_drawdown_pct,test_sortino_trade,test_cvar5_trade_ret_pct,test_objective_val
vol_and_lossrate_cap,0.6,0.9,1.8045272496428597,0.85,0.65,398,652.5816505471876,-7.80137431108211,648.6809633916465,429,291.1276370487782,-8.959931604530457,0.3776109502835201,-11.79287727272727,286.64767124651297
vol_and_lossrate_cap,0.65,0.9,1.887559713824778,0.85,0.6363636363636364,373,725.1036121968667,-8.011506316003292,721.0978590388651,421,290.7119988129321,-8.306862052244767,0.41716836107618366,-11.650654545454545,286.5585677868097
vol_cap,0.8,0.8,1.5767497816322162,,,326,838.1287414867787,-12.481335416598894,831.8880737784792,352,290.72287170966797,-10.650181742746746,0.5027365306572784,-11.589855555555555,285.3977808382946
vol_and_lossrate_cap,0.6,0.85,1.5524987852113274,0.9,0.7,395,721.4381153024243,-12.028661460418089,715.4237845722153,430,289.8305683602535,-10.642298693877416,0.387485185037375,-11.531254545454546,284.5094190133148
vol_and_lossrate_cap,0.7,0.8,1.4976182675174505,0.8,0.6,331,583.5053073242735,-7.456003236922681,579.7773057058122,361,288.1330471213704,-7.862584387499993,0.47927056208789687,-11.344594736842106,284.2017549276204
vol_cap,0.8,0.75,1.4537576718742486,,,312,741.4625529872641,-11.880082848917638,735.5225115628052,336,283.3647807200624,-12.1978850976027,0.5135508683527432,-11.325823529411764,277.26583817126107
vol_cap,0.55,0.85,1.500454552316913,,,437,883.156057543669,-13.119576194483361,876.5962694464273,447,282.1921267243985,-10.595026877623404,0.36362971121987087,-11.651634782608692,276.89461328558684
vol_and_lossrate_cap,0.95,0.9,2.244852645214776,0.9,0.6666666666666666,278,1242.3003849093338,-9.046340360051719,1237.777214729308,312,283.2445699663006,-13.74401097105389,0.5528246487693079,-11.820106249999998,276.3725644807737
vol_and_lossrate_cap,0.7,0.8,1.4976182675174505,0.6,0.5,295,405.604938442639,-9.327091932047137,400.9413924766155,329,280.44518465942605,-9.729185850062072,0.4785917328584112,-11.76524705882353,275.580591734395
vol_cap,0.9,0.9,2.1949278613559176,,,315,1420.9648720455555,-9.046340360051698,1416.4417018655297,332,281.31822449082205,-12.00533287458767,0.47356699642066175,-12.142394117647058,275.3155580535282
vol_cap,0.85,0.8,1.6194893947594045,,,294,1036.3045064274474,-7.906979857045371,1032.3510164989248,321,277.8066608365156,-8.481163739406428,0.5098282151895359,-11.4873,273.5660789668124
vol_and_lossrate_cap,0.7,0.85,1.6510539940685052,0.8,0.6,337,662.0254180991592,-6.498825000000008,658.7760055991592,382,276.0382100099705,-9.674423222584972,0.45755937213201575,-11.50263,271.200998398678
vol_cap,0.85,0.85,1.8589448016388024,,,312,1202.4551483673783,-8.766779272707659,1198.0717587310246,333,275.3538372875147,-10.255544440118081,0.4475649743523342,-12.132394117647058,270.22606506745564
vol_cap,0.95,0.85,1.94914076790462,,,272,1230.3331185720103,-6.935921889005547,1226.8651576275076,312,276.2201364562562,-12.146647492842956,0.48287397192218673,-12.33126875,270.14681270983476
vol_and_lossrate_cap,0.65,0.85,1.5924524563754905,0.9,0.6666666666666666,372,777.9469336698847,-9.938240807498255,772.9778132661356,416,276.21998835014426,-12.194811862930532,0.40831611520775013,-11.43975238095238,270.122582418679
vol_and_lossrate_cap,0.6,0.9,1.8045272496428597,0.8,0.6,394,637.5402105466857,-7.801374311082099,633.6395233911446,431,271.7666442883443,-10.113951433408486,0.3924068646653259,-11.680240909090907,266.70966857164007
vol_and_lossrate_cap,0.7,0.8,1.4976182675174505,0.85,0.6363636363636364,334,596.0175040533709,-7.463059333779287,592.2859743864813,364,270.24932152494216,-7.862584387499993,0.46760508894838515,-11.50056842105263,266.3180293311922
vol_cap,0.8,0.85,1.7620543339871342,,,338,1024.4069638829465,-13.997360476118615,1017.4082836448872,355,269.5941585679379,-9.231050937767971,0.45034781766428855,-12.044594444444446,264.9786330990539
vol_and_lossrate_cap,0.7,0.85,1.6510539940685052,0.85,0.6363636363636364,343,675.9793017599961,-6.49882500000002,672.7298892599961,380,268.58623436399154,-8.410031562950548,0.4634392321273455,-11.731826315789473,264.3812185825163
vol_and_lossrate_cap,0.75,0.9,2.0278556045998544,0.6,0.5,299,495.4909433419882,-7.239639603166593,491.87112354040494,326,264.7513788211669,-13.841232066207054,0.4795049357645729,-12.29879411764706,257.8307627880634
vol_and_lossrate_cap,0.6,0.8,1.3896853904221471,0.8,0.6,361,341.48663508000965,-12.650136847402305,335.1615666563085,397,259.95707064033166,-7.630814833763333,0.36864666562459736,-11.45557,256.14166322345
vol_and_lossrate_cap,0.75,0.9,2.0278556045998544,0.8,0.6,340,614.8221453644492,-9.832150000000006,609.9060703644492,362,261.84612407892274,-11.410183871630009,0.46062464717452234,-11.837547368421053,256.14103214310774
vol_cap,0.55,0.7,1.1101144578823894,,,387,281.0212561586671,-10.580435543360034,275.73103838698705,407,264.13410263357065,-16.366534103267703,0.44444692132495883,-11.09217619047619,255.9508355819368
vol_and_lossrate_cap,0.7,0.8,1.4976182675174505,0.7,0.5454545454545454,304,445.8062986396458,-8.579084934148739,441.5167561725714,344,261.4390309420629,-12.499594452216211,0.43832865208210736,-11.667688888888888,255.1892337159548
