model,top_decile_mean,bottom_decile_mean,decile_spread
HGBR,0.6886519198629011,-0.3650992985351277,1.0537512183980287
XGBoost,0.9322516933085228,0.1371630170618726,0.7950886762466501
ElasticNet,0.5271395953786766,0.04697603167635278,0.4801635637023238
SplineElasticNet,1.0893826951520942,-0.11921603287841523,1.2085987280305095
EqualWeight4,0.8029418996126839,-0.26923349478754555,1.0721753944002295
