r2,mae,top_decile_mean,bottom_decile_mean,decile_spread,top_decile_positive_rate,scenario,feature_count,split_train,split_val,split_test,feature_coverage
0.03282640065063447,2.078349001868872,1.4246054747837693,-0.2275815074860778,1.6521869822698472,0.5637860082304527,baseline,25,7292,2431,2431,0.9973671219351654
0.03911800015895528,2.0688253517313897,1.5970586864948837,-0.3852073994497002,1.982266085944584,0.5967078189300411,candidate,26,7292,2431,2431,0.9973671219351654
