horizon,model,r2,mae,rmse,dir_acc,top_decile_mean,bottom_decile_mean,decile_spread
5,StackElasticNetPredPlusAllRaw,0.008272061004441333,1.2823529618384952,1.9021633365168271,0.5238486842105263,0.7281309316533053,-0.022164169680489225,0.7502951013337945
5,EqualWeight4,0.011355083239750763,1.2790238628671116,1.899204371432277,0.532483552631579,0.7115519350708795,-0.13415906379365178,0.8457109988645313
5,OOFWeighted4,0.006306229924129436,1.2833308157521257,1.9040476640838317,0.522203947368421,0.6717607345631227,-0.02631928023325961,0.6980800147963823
5,StackElasticNetPredOnly,0.009554065902517395,1.2794413510469242,1.9009334773911102,0.5275493421052632,0.62831091573388,-0.1346644208033035,0.7629753365371834
5,StackHGBRPredPlusAllRaw,0.0043848747913791675,1.2867173857571255,1.9058875594167382,0.5345394736842105,0.6078848359311323,0.00857632829512407,0.5993085076360082
5,StackHGBRPredOnly,-0.01709762336944398,1.2928561878758735,1.9263395980210445,0.4909539473684211,0.49563893549038535,0.21816695347514647,0.27747198201523887
