group,horizon_days,status,rows_train,rows_val,rows_test,test_top_decile_used,test_bottom_decile_used,test_spread_used,predictive_power_flag
director,1,ok,11273,3758,3757,1.3016930575916257,0.27502922133333446,1.0266638362582912,True
director,3,ok,11243,3748,3748,0.7235396335078536,0.1559913796791444,0.5675482538287091,True
director,5,ok,11215,3738,3738,0.32499645669291244,0.05792533512064257,0.26707112157226987,True
director,10,ok,11158,3719,3719,0.007675657894736827,-0.07762148247978434,0.08529714037452117,True
ten_pct_owner,1,ok,6657,2219,2219,1.6988839478260873,0.9541976018099546,0.7446863460161327,True
ten_pct_owner,3,ok,6638,2213,2212,0.7904231210762329,0.5237043257918549,0.26671879528437803,True
ten_pct_owner,5,ok,6619,2206,2206,0.28272225663716816,0.6963939545454544,-0.41367169790828623,False
ten_pct_owner,10,ok,6563,2188,2187,0.17168599111111107,0.2805235688073393,-0.10883757769622823,False
