event_key,ticker,company_name,owner_name,title,trade_date,transaction_date,snapshot_timestamp,snapshot_date,snapshot_kind,snapshot_day_idx,snapshot_price,days_remaining_in_10d_cycle,return_since_first_snapshot_pct,max_intraday_runup_so_far_pct,lookahead_days_used,label_end_date,hit_8pct_intraday_next3d,prob_HGB,prob_XGBoost,prob_ElasticNet,prob_SplineElasticNet,prob_ensemble_raw,prob_ensemble_calibrated,prob_metadata_baseline,prob_global_base_rate
SCND|2024-10-31,SCND,Scientific Industries Inc,Moore John A,COB,2024-10-31,2024-10-31 17:00:33,2024-11-01 16:00:00,2024-11-01,close,1,1.04,8,0.9708737864077666,579.6116504854368,3,2024-11-07,0,0.9884771370671279,0.3270163834095001,0.7638480393846427,0.6754628870389808,0.6887011117250629,0.4221938379846652,0.07683876271245098,0.10439814814814814
FBIZ|2024-10-30,FBIZ,"First Business Financial Services, Inc.",Sanders Carol P,Dir,2024-10-30,2024-10-31 17:14:10,2024-11-04 16:00:00,2024-11-04,close,2,42.87,7,-0.11649580615098465,10.041938490214331,3,2024-11-07,1,0.007092394850230862,0.0653645470738411,0.05897151735068663,0.03535363905223829,0.041695524581749216,0.05731111842519663,0.08162734236276123,0.10439814814814814
LOB|2024-10-29,LOB,"Live Oak Bancshares, Inc.",Cameron William Henderson,Dir,2024-10-29,2024-10-31 16:22:51,2024-11-04 16:00:00,2024-11-04,close,2,40.83,7,1.4914243102162494,148.29729057916978,3,2024-11-07,1,0.020177808081154047,0.11791892349720001,0.10132158103620476,0.05450395629337342,0.07348056722698305,0.06427863139374464,0.08174215282045802,0.10439814814814814
PFE|2024-10-30,PFE,Pfizer Inc,Gottlieb Scott,Dir,2024-10-30,2024-10-31 16:06:54,2024-11-04 16:00:00,2024-11-04,close,2,27.76,7,-2.52808988764045,116.67837078651684,3,2024-11-07,0,0.0037256758517654276,0.07448729127645493,0.04110037392600506,0.040313411074730236,0.039906688032238916,0.05694083749722972,0.08177750870028026,0.10439814814814814
SCND|2024-10-31,SCND,Scientific Industries Inc,Moore John A,COB,2024-10-31,2024-10-31 17:00:33,2024-11-04 16:00:00,2024-11-04,close,2,1.0,7,-2.9126213592232997,579.6116504854368,3,2024-11-11,0,0.9864159626179546,0.3270163834095001,0.7222767770802622,0.7189511289796799,0.6886650630218493,0.42216004287786063,0.07683876271245098,0.10439814814814814
CSBB|2024-10-25,CSBB,"Csb Bancorp, Inc.",Steiner Eddie L,"Pres, CEO",2024-10-25,2024-10-28 09:47:46,2024-11-05 16:00:00,2024-11-05,close,3,38.5,6,-1.2820512820512775,11.410256410256414,3,2024-11-12,0,0.002673392514591794,0.06822261214256287,0.048128204922808386,0.029201707621689187,0.03705647930041306,0.05635549859800758,0.07774769984723719,0.10439814814814814
FBIZ|2024-10-30,FBIZ,"First Business Financial Services, Inc.",Sanders Carol P,Dir,2024-10-30,2024-10-31 17:14:10,2024-11-05 16:00:00,2024-11-05,close,3,44.42,6,3.494874184529362,10.041938490214331,3,2024-11-08,1,0.011537299492753188,0.07294092327356339,0.053418874997228076,0.029829079567003397,0.04193154433263701,0.057360141980567235,0.08162734236276123,0.10439814814814814
LOB|2024-10-29,LOB,"Live Oak Bancshares, Inc.",Cameron William Henderson,Dir,2024-10-29,2024-10-31 16:22:51,2024-11-05 16:00:00,2024-11-05,close,3,42.26,6,5.045985582898327,148.29729057916978,3,2024-11-08,1,0.00827157989809297,0.09277895092964172,0.08675108451687226,0.05411054414529342,0.06047803987247509,0.06133778027324035,0.08174215282045802,0.10439814814814814
PFE|2024-10-30,PFE,Pfizer Inc,Gottlieb Scott,Dir,2024-10-30,2024-10-31 16:06:54,2024-11-05 16:00:00,2024-11-05,close,3,27.99,6,-1.7205056179775302,116.67837078651684,3,2024-11-08,0,0.0038331270752979298,0.07399256527423859,0.04161530318759988,0.037722914034743135,0.039290977392969884,0.05681390904531257,0.08177750870028026,0.10439814814814814
SCND|2024-10-31,SCND,Scientific Industries Inc,Moore John A,COB,2024-10-31,2024-10-31 17:00:33,2024-11-05 16:00:00,2024-11-05,close,3,1.06,6,2.9126213592232997,579.6116504854368,3,2024-11-12,0,0.8835957455623364,0.29795223474502563,0.4619225379058295,0.4082544871820607,0.5129312513488131,0.27105740628053765,0.07683876271245098,0.10439814814814814
CSBB|2024-10-25,CSBB,"Csb Bancorp, Inc.",Steiner Eddie L,"Pres, CEO",2024-10-25,2024-10-28 09:47:46,2024-11-06 16:00:00,2024-11-06,close,4,38.55,5,-1.1538461538461608,11.410256410256414,3,2024-11-13,0,0.001577765611759793,0.07131144404411316,0.039282380406828445,0.025568319148008098,0.034434977302677375,0.055822127736369485,0.07774769984723719,0.10439814814814814
PFE|2024-10-30,PFE,Pfizer Inc,Gottlieb Scott,Dir,2024-10-30,2024-10-31 16:06:54,2024-11-06 16:00:00,2024-11-06,close,4,27.36,5,-3.93258426966292,116.67837078651684,3,2024-11-11,0,0.003917139866619776,0.07399256527423859,0.04594075793821522,0.048798589690195904,0.04316226319231737,0.05761641272642009,0.08177750870028026,0.10439814814814814
CSBB|2024-10-25,CSBB,"Csb Bancorp, Inc.",Steiner Eddie L,"Pres, CEO",2024-10-25,2024-10-28 09:47:46,2024-11-07 16:00:00,2024-11-07,close,5,39.0175,4,0.04487179487178139,11.410256410256414,3,2024-11-14,0,0.00905733586454998,0.07292410731315613,0.035098235682866005,0.025886291287485746,0.03574149253701447,0.0560873550324998,0.07774769984723719,0.10439814814814814
PFE|2024-10-30,PFE,Pfizer Inc,Gottlieb Scott,Dir,2024-10-30,2024-10-31 16:06:54,2024-11-07 16:00:00,2024-11-07,close,5,27.46,4,-3.5814606741572996,116.67837078651684,3,2024-11-12,0,0.005074691906177066,0.08197897672653198,0.043173565325040096,0.04879665599301781,0.04475597248769174,0.05794986583741095,0.08177750870028026,0.10439814814814814
SCND|2024-10-31,SCND,Scientific Industries Inc,Moore John A,COB,2024-10-31,2024-10-31 17:00:33,2024-11-07 16:00:00,2024-11-07,close,4,1.0,5,-2.9126213592232997,579.6116504854368,3,2024-11-13,0,0.7956157487706141,0.31775110960006714,0.5858242808558847,0.5480687534197183,0.561814973161571,0.30972563326956953,0.07683876271245098,0.10439814814814814
PFE|2024-10-30,PFE,Pfizer Inc,Gottlieb Scott,Dir,2024-10-30,2024-10-31 16:06:54,2024-11-08 16:00:00,2024-11-08,close,6,26.72,3,-6.17977528089888,116.67837078651684,3,2024-11-13,0,0.009667060791903305,0.09608197957277298,0.04357333664336404,0.06141458470255598,0.052684240427649076,0.05963577678767099,0.08177750870028026,0.10439814814814814
LKFN|2024-11-08,LKFN,Lakeland Financial Corp,Bartels Robert E Jr,Dir,2024-11-08,2024-11-08 16:57:27,2024-11-11 09:30:00,2024-11-11,open,0,73.56,9,0.0,16.51712887438823,3,2024-11-13,0,0.03921974352190788,0.12680603563785553,0.09264276913459556,0.07874890237116006,0.08435436266637976,0.06683830930256987,0.17811630820719312,0.10439814814814814
LKFN|2024-11-08,LKFN,Lakeland Financial Corp,Bartels Robert E Jr,Dir,2024-11-08,2024-11-08 16:57:27,2024-11-11 16:00:00,2024-11-11,close,1,75.51,8,2.650897226753668,16.51712887438823,3,2024-11-14,0,0.01689828289125386,0.12834934890270233,0.07353755669152082,0.06303025256390304,0.07045386026234501,0.06358255334451565,0.08166486037679767,0.10439814814814814
PFE|2024-10-30,PFE,Pfizer Inc,Gottlieb Scott,Dir,2024-10-30,2024-10-31 16:06:54,2024-11-11 16:00:00,2024-11-11,close,7,26.24,2,-7.86516853932585,116.67837078651684,2,2024-11-13,0,0.028102352934939952,0.09800979495048523,0.03806143579942606,0.05210473614326195,0.054069579957028296,0.05993503932790366,0.08177750870028026,0.10439814814814814
LKFN|2024-11-08,LKFN,Lakeland Financial Corp,Bartels Robert E Jr,Dir,2024-11-08,2024-11-08 16:57:27,2024-11-12 16:00:00,2024-11-12,close,2,75.64,7,2.8276237085372413,16.51712887438823,3,2024-11-15,0,0.033649963952487,0.12220289558172226,0.051687726449580224,0.05251494755747973,0.0650138833853173,0.06234910999762459,0.08166486037679767,0.10439814814814814
PFE|2024-10-30,PFE,Pfizer Inc,Gottlieb Scott,Dir,2024-10-30,2024-10-31 16:06:54,2024-11-12 16:00:00,2024-11-12,close,8,26.19,1,-8.04073033707865,116.67837078651684,1,2024-11-13,0,0.0036507048669339884,0.09800979495048523,0.0337877356954184,0.03908744717744939,0.043633920672571755,0.05771490988910659,0.08177750870028026,0.10439814814814814
RHP|2024-11-08,RHP,"Ryman Hospitality Properties, Inc.",Reed Colin V,Exec. COB,2024-11-08,2024-11-12 10:26:42,2024-11-12 16:00:00,2024-11-12,close,0,113.76,9,0.0,8.043248945147674,3,2024-11-15,0,0.006914120750870735,0.07707133144140244,0.04023049071945018,0.03500741781209664,0.039805840180954996,0.056920029529523956,0.07766543073683416,0.10439814814814814
