candidate_id,ticker,status,signal_score,estimated_decile_score,sleeve_id,entry_bucket,entry_trade_day,intended_entry_at,expires_at,replacement_for_lot_id,last_reason,last_updated_at
STIM|2026-03-18|2026-03-20 13:01:12,STIM,partially_filled,0.9169080974241888,0.9404421438551366,sleeve_0,open,2026-03-20,2026-03-20T09:30:00-04:00,2026-03-20T15:30:00-04:00,,insufficient_sleeve_cash,2026-03-20T16:23:45Z
KLTR|2026-03-19|2026-03-20 17:45:59,KLTR,rejected,0.8872329258898572,0.9362752565181028,sleeve_0,intraday,2026-03-20,2026-03-20T13:45:59-04:00,2026-03-20T15:30:00-04:00,,step_up_exceeds_live_max_pct,2026-03-20T17:56:48Z
